REG AB,CLAVE CSF,TROQUEL AB,PRINCIPIO ACTIVO,NOMBRE COMERCIAL,POTENCIA,CONTENIDO,FORMA FARMACEUTICA,LABORATORIO,MONTO-FIJO A APLICAR
32335,5134911,5134911,LAMOTRIGINA,LAMIRAX,100 MG,30,COMPRIMIDOS,ELEA,191.56
32336,5135041,5135041,LAMOTRIGINA,LAMIRAX,200 MG,30,COMPRIMIDOS,ELEA,321.92
32333,5134651,5134651,LAMOTRIGINA,LAMIRAX,25 MG,30,COMPRIMIDOS,ELEA,73.23
32334,5134861,5134861,LAMOTRIGINA,LAMIRAX,50 MG,30,COMPRIMIDOS,ELEA,117.89
41443,5713002,5713002,LAMOTRIGINA,LAMOCAS,100 MG,30,COMPRIMIDOS,CASASCO,191.56
41444,5715002,5715002,LAMOTRIGINA,LAMOCAS,200 MG,30,COMPRIMIDOS,CASASCO,321.92
41441,5712842,5712842,LAMOTRIGINA,LAMOCAS,25 MG,30,COMPRIMIDOS,CASASCO,73.23
41442,5712972,5712972,LAMOTRIGINA,LAMOCAS,50 MG,30,COMPRIMIDOS,CASASCO,117.89
39062,5271853,5271853,LAMOTRIGINA,LATRIGIN,100 MG,30,COMPRIMIDOS,BALIARDA,191.56
39063,5271903,5271903,LAMOTRIGINA,LATRIGIN,200 MG,30,COMPRIMIDOS,BALIARDA,321.92
39060,5271643,5271643,LAMOTRIGINA,LATRIGIN,25 MG,30,COMPRIMIDOS,BALIARDA,73.23
39061,5271713,5271713,LAMOTRIGINA,LATRIGIN,50 MG,30,COMPRIMIDOS,BALIARDA,117.89
31282,4731401,4731401,LATANOPROST,GLAUCOSTAT,50 MCG,2.5,COLIRIO,RAYMOS,94.35
30424,5082611,5082611,LATANOPROST,KLONAPROST,50 MCG,2.5,COLIRIO,KLONAL,94.35
37736,5434001,5434001,LATANOPROST,LATANOFLAX,50 MCG,2.5,COLIRIO,SIDUS,61.37
34716,5165021,5165021,LATANOPROST,LATANOPROST DORF,50 MCG,2.5,COLIRIO,PHARMADORF,61.37
23602,4554031,4554031,LATANOPROST,LOUTEN,,2.5,COLIRIO,POEN,94.35
25587,9925587,4852601,LATANOPROST,OCUPROST,,2.5,COLIRIO,BAUSCH,94.35
47508,0545568,545568,LATANOPROST,OFTALPRES,,2.5,COLIRIO,DENVER FARMA,61.37
37605,5460421,5460421,LATANOPROST,TANOMOF,,2.5,COLIRIO,AMHOF,61.37
19634,4227411,4227411,LATANOPROST,XALATAN,50 MG,2.5,COLIRIO,PFIZER,94.35
33168,5192521,5192521,LEFLUNOMIDA,AFIANCEN,20 MG,30,COMPRIMIDOS,BUXTON,209.48
23537,4545701,4545701,LEFLUNOMIDA,ARAVA,20 MG,30,COMPRIMIDOS,SANOFI-AVENTIS,278.55
26577,4778291,4778291,LEFLUNOMIDA,FILARTROS,100 MG,3,COMPRIMIDOS,IVAX ARG.,78.73
26578,4778111,4778111,LEFLUNOMIDA,FILARTROS,20 MG,30,COMPRIMIDOS,IVAX ARG.,278.55
25984,4702371,4702371,LEFLUNOMIDA,INMUNOARTRO,100 MG,3,COMPRIMIDOS,BETA,67.35
25983,4702292,4702292,LEFLUNOMIDA,INMUNOARTRO,20 MG,30,COMPRIMIDOS,BETA,209.48
36208,5256942,5256942,LEFLUNOMIDA,LEFLUAR,20 MG,30,COMPRIMIDOS,ASTRAZENECA,209.48
38303,9938303,5517972,LEFLUNOMIDA,LEFLUNOMIDA SC,20 MG,30,COMPRIMIDOS,SPEDROG CAILLON,278.55
7516,2785581,2785581,LEVODOPA+BENSERAZIDA,MADOPAR,250 MG,30,COMPRIMIDOS,INVESTI,115.36
7515,2785582,2785582,LEVODOPA+BENSERAZIDA,MADOPAR,250 MG,50,COMPRIMIDOS,INVESTI,190.51
14144,3837611,3837611,LEVODOPA+BENSERAZIDA,MADOPAR DISPERSABLE,125 MG,100,TABLETAS,INVESTI,177.09
19636,3837531,3837531,LEVODOPA+BENSERAZIDA,MADOPAR DISPERSABLE,62.5 MG,100,TABLETAS,INVESTI,146.91
478,3071752,3071752,LEVODOPA+BENSERAZIDA,MADOPAR HBS,125 MG,50,CAPSULAS,INVESTI,70.97
9706,3111341,3111341,LEVODOPA+CARBIDOPA,LEBOCAR,,30,COMPRIMIDOS,PFIZER,43.90
11017,3111342,3111342,LEVODOPA+CARBIDOPA,LEBOCAR,,60,COMPRIMIDOS,PFIZER,92.56
13113,3703701,3703701,LEVODOPA+CARBIDOPA,LEBOCAR 100,25 MG,30,COMPRIMIDOS,PFIZER,37.02
13114,3703702,3703702,LEVODOPA+CARBIDOPA,LEBOCAR 100,25 MG,60,COMPRIMIDOS,PFIZER,62.27
20074,0456732,4567321,LEVODOPA+CARBIDOPA,LECARGE,250/25M,30,COMPRIMIDOS,KLONAL,77.05
36509,5381972,5381972,LEVODOPA+CARBIDOPA,PARKINEL,100/25M,30,COMPRIMIDOS,BAGO,40.45
36510,3543741,3543741,LEVODOPA+CARBIDOPA,PARKINEL,250/25M,30,COMPRIMIDOS,BAGO,43.90
37910,3543743,3543743,LEVODOPA+CARBIDOPA,PARKINEL,250/25M,60,COMPRIMIDOS,BAGO,92.56
36778,5230091,5230091,LEVODOPA+CARBIDOPA,PRIKAP,250/25M,30,COMPRIMIDOS,ELEA,43.90
5406,2140811,2140811,LEVODOPA+CARBIDOPA,SINEMET,250/25,30,COMPRIMIDOS,MERCK SHARP,77.05
21230,9921230,2140812,LEVODOPA+CARBIDOPA,SINEMET,250/25,60,COMPRIMIDOS,MERCK SHARP,162.29
10396,3123802,3123802,LEVODOPA+CARBIDOPA,SINEMET CR,,30,COMPRIMIDOS,MERCK SHARP,249.43
38919,5404001,5404001,LEVOMEPROMAZINA,DETENLER,25 MG,30,COMPRIMIDOS,DUNCAN,45.93
31231,4873151,4873151,LEVOMEPROMAZINA,LEVOMEPROMAZINA CEVALLOS,25 MG,20,COMPRIMIDOS,CEVALLOS,30.94
20830,0020813,20813,LEVOMEPROMAZINA,LEVOMEPROMAZINA LUAR,25 MG,30,COMPRIMIDOS,QUIMICA LUAR,18.60
44347,0501450,501450,LEVOMEPROMAZINA,LEVOMEPROMAZINA VANNIER,25 MG,30,COMPRIMIDOS,VANNIER,18.60
9295,3004841,3004841,LEVOMEPROMAZINA,NOZINAN,100 MG,50,COMPRIMIDOS,SANOFI-AVENTIS,128.66
10992,0910413,910413,LEVOMEPROMAZINA,NOZINAN,2 MG,30,COMPRIMIDOS,SANOFI-AVENTIS,25.34
10994,0911322,911322,LEVOMEPROMAZINA,NOZINAN,25 MG,30,COMPRIMIDOS,SANOFI-AVENTIS,45.93
10993,0914132,914132,LEVOMEPROMAZINA,NOZINAN 5 UNIDADES,2.5 MG,1,AMPOLLA,SANOFI-AVENTIS,71.38
7090,1739062,1739062,LEVOMEPROMAZINA,NOZINAN MINOR,1%,30,GOTAS,SANOFI-AVENTIS,45.82
39922,4296143,4296143,LEVOMEPROMAZINA,SUNONIX (LEVOMEPROMAZINA MEDIPHARMA),25 MG,30,COMPRIMIDOS,MEDIPHARMA,45.93
13689,3716591,3716591,LEVOMEPROMAZINA,TOGREL,2 MG,50,COMPRIMIDOS,IVAX ARG.,29.26
13690,3716671,3716671,LEVOMEPROMAZINA,TOGREL,25 MG,50,COMPRIMIDOS,IVAX ARG.,116.07
26838,4778371,4778371,LEVONORGESTREL,IMEDIAT N,,2,COMPRIMIDOS,GADOR,100 % PRECIO VENTA PUBLICO
23096,4452481,4452481,LEVONORGESTREL,MICROLUT,,35,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
46423,4683151,4683151,LEVONORGESTREL,MIRENA,52 MG,1,ENDOCEPTIVO,BAYER (PH),100 % PRECIO VENTA PUBLICO
14655,3825491,4818961,LEVONORGESTREL,NORGEAL,,28,COMPRIMIDOS,WYETH,100 % PRECIO VENTA PUBLICO
29675,4928931,4928931,LEVONORGESTREL,NORGESTREL MAX,0.75 MG,2,COMPRIMIDOS,BIOTENK,100 % PRECIO VENTA PUBLICO
33154,4820761,4820761,LEVONORGESTREL,SEGURITE,0.75 MG,2,COMPRIMIDOS,RAFFO,100 % PRECIO VENTA PUBLICO
8262,2215151,2215151,LEVONORGESTREL+ESTRADIOL,CICLOCUR,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
30566,4968231,4968231,LEVONORGESTREL+ESTRADIOL,FEM 7 COMBI,50 MCG,4,PARCHES,MERCK SERONO,100 % PRECIO VENTA PUBLICO
22495,4184191,4184191,LEVONORGESTREL+ETINILESTRADIOL,APRIL,,21,COMPRIMIDOS,GADOR,100 % PRECIO VENTA PUBLICO
10107,2878061,2878061,LEVONORGESTREL+ETINILESTRADIOL,DOS DIAS N,,2,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
2926,2961881,2961881,LEVONORGESTREL+ETINILESTRADIOL,EVELEA M.D.,,21,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
26409,4744371,4744371,LEVONORGESTREL+ETINILESTRADIOL,FEMEXIN,,21,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
33944,4744372,4744372,LEVONORGESTREL+ETINILESTRADIOL,FEMEXIN 28,,28,COMPRIMIDOS,ELEA,100 % PRECIO VENTA PUBLICO
31341,4452641,4452641,LEVONORGESTREL+ETINILESTRADIOL,LOETTE,,28,COMPRIMIDOS,WYETH,100 % PRECIO VENTA PUBLICO
8288,2365721,2365721,LEVONORGESTREL+ETINILESTRADIOL,MICROGYNON,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
13698,3741321,3741321,LEVONORGESTREL+ETINILESTRADIOL,MICROVLAR,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
23301,4458841,4458841,LEVONORGESTREL+ETINILESTRADIOL,MIRANOVA,,21,CAPSULAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
8293,1742851,1742851,LEVONORGESTREL+ETINILESTRADIOL,NEOGYNON,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
9224,2309541,2309541,LEVONORGESTREL+ETINILESTRADIOL,NORDETTE,,21,GRAGEAS,PFIZER,100 % PRECIO VENTA PUBLICO
9225,1746651,1746651,LEVONORGESTREL+ETINILESTRADIOL,NORDIOL,,21,TABLETAS,WYETH,100 % PRECIO VENTA PUBLICO
13787,3742811,3742811,LEVONORGESTREL+ETINILESTRADIOL,NORGESTREL PLUS BIOTENK,,21,GRAGEAS,BIOTENK,100 % PRECIO VENTA PUBLICO
19939,4032461,4032461,LEVONORGESTREL+ETINILESTRADIOL,TRIDESTAN N,,21,GRAGEAS,GADOR,100 % PRECIO VENTA PUBLICO
9252,2784411,2784411,LEVONORGESTREL+ETINILESTRADIOL,TRINORDIOL,,21,GRAGEAS,WYETH,100 % PRECIO VENTA PUBLICO
8317,2718911,2718911,LEVONORGESTREL+ETINILESTRADIOL,TRIQUILAR,,21,GRAGEAS,BAYER (PH),100 % PRECIO VENTA PUBLICO
21704,4299531,4299531,LEVOTIROXINA,EUTHYROX,100 MCG,50,COMPRIMIDOS,ELEA,26.46
42759,5752551,5752551,LEVOTIROXINA,EUTHYROX,112 MCG,50,COMPRIMIDOS,ELEA,38.77
21705,4299611,4299611,LEVOTIROXINA,EUTHYROX,125 MCG,50,COMPRIMIDOS,ELEA,39.26
42760,5752681,5752681,LEVOTIROXINA,EUTHYROX,137 MCG,50,COMPRIMIDOS,ELEA,42.18
21706,4299791,4299791,LEVOTIROXINA,EUTHYROX,150 MCG,50,COMPRIMIDOS,ELEA,40.39
31650,5009411,5009411,LEVOTIROXINA,EUTHYROX,175 MCG,50,COMPRIMIDOS,ELEA,46.59
31651,5009571,5009571,LEVOTIROXINA,EUTHYROX,200 MCG,50,COMPRIMIDOS,ELEA,50.84
22839,4299291,4299291,LEVOTIROXINA,EUTHYROX,25 MCG,50,COMPRIMIDOS,ELEA,17.30
21702,4299371,4299371,LEVOTIROXINA,EUTHYROX,50 MCG,50,COMPRIMIDOS,ELEA,17.66
21703,4299451,4299451,LEVOTIROXINA,EUTHYROX,75 MCG,50,COMPRIMIDOS,ELEA,24.01
42758,5752421,5752421,LEVOTIROXINA,EUTHYROX,88 MCG,50,COMPRIMIDOS,ELEA,27.24
4010,0320371,320371,LEVOTIROXINA,LEVO TIROXINA,100 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,33.56
26916,4716311,4716311,LEVOTIROXINA,LEVO TIROXINA,112 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,46.34
26917,4766991,4766991,LEVOTIROXINA,LEVO TIROXINA,125 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,49.68
26918,4716491,4716491,LEVOTIROXINA,LEVO TIROXINA,137 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,53.23
26919,4716571,4716571,LEVOTIROXINA,LEVO TIROXINA,150 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,50.76
26920,4716651,4716651,LEVOTIROXINA,LEVO TIROXINA,175 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,59.98
26913,4716071,4716071,LEVOTIROXINA,LEVO TIROXINA,25 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,25.08
16004,3902952,3902952,LEVOTIROXINA,LEVO TIROXINA,50 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,23.71
26914,4716151,4716151,LEVOTIROXINA,LEVO TIROXINA,75 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,30.41
26915,4716231,4716231,LEVOTIROXINA,LEVO TIROXINA,88 MCG,50,COMPRIMIDOS,GLAXOSMITHKLINE,32.35
28040,4300094,4300094,LEVOTIROXINA,LEVOTIROXINA FABRA 100,0.10 MG,50,COMPRIMIDOS,FABRA,33.56
37796,4420382,4420382,LEVOTIROXINA,L-T 100,100 MCG,50,COMPRIMIDOS,CRAVERI,26.46
37797,4420462,4420462,LEVOTIROXINA,L-T 150,150 MCG,50,COMPRIMIDOS,CRAVERI,40.39
37795,4420202,4420202,LEVOTIROXINA,L-T 50,50 MCG,50,COMPRIMIDOS,CRAVERI,17.66
42704,5072324,5072324,LEVOTIROXINA,SYNTHROID,100 MCG,60,COMPRIMIDOS,ABBOTT,34.04
42701,5072064,5072064,LEVOTIROXINA,SYNTHROID,50 MCG,60,COMPRIMIDOS,ABBOTT,29.02
42702,5072114,5072114,LEVOTIROXINA,SYNTHROID,75 MCG,60,COMPRIMIDOS,ABBOTT,30.19
11919,3367601,3367601,LEVOTIROXINA,T 4 MONTPELLIER,100 MCG,50,COMPRIMIDOS,MONTPELLIER,33.56
39846,5143661,5143661,LEVOTIROXINA,T 4 MONTPELLIER 112,112 MCG,50,COMPRIMIDOS,MONTPELLIER,46.34
33627,5143711,5143711,LEVOTIROXINA,T 4 MONTPELLIER 125,125 MCG,50,COMPRIMIDOS,MONTPELLIER,49.68
39847,5143871,5143871,LEVOTIROXINA,T 4 MONTPELLIER 137,137 MCG,50,COMPRIMIDOS,MONTPELLIER,53.23
15331,3855692,3855692,LEVOTIROXINA,T 4 MONTPELLIER 150,150 MCG,50,COMPRIMIDOS,MONTPELLIER,50.76
39848,5143921,5143921,LEVOTIROXINA,T 4 MONTPELLIER 175,175 MCG,50,COMPRIMIDOS,MONTPELLIER,59.98
33628,5148391,5148391,LEVOTIROXINA,T 4 MONTPELLIER 200,200 MCG,50,COMPRIMIDOS,MONTPELLIER,58.17
33625,3994111,3994111,LEVOTIROXINA,T 4 MONTPELLIER 50,50 MCG,50,COMPRIMIDOS,MONTPELLIER,23.71
33626,5143501,5143501,LEVOTIROXINA,T 4 MONTPELLIER 75,75 MCG,50,COMPRIMIDOS,MONTPELLIER,30.41
39845,4897331,4897331,LEVOTIROXINA,T 4 MONTPELLIER 88,88 MCG,50,COMPRIMIDOS,MONTPELLIER,32.35
6187,2112932,2112932,LINESTRENOL,EXLUTON,,28,COMPRIMIDOS,MSD ARGENTINA SR,100 % PRECIO VENTA PUBLICO
22317,0316332,316333,LIOTIRONINA,TRI IODO TIRONINA,,20,COMPRIMIDOS,GLAXOSMITHKLINE,14.22
31104,2469511,2469511,"LITIO,CARBONATO",CEGLUTION,300 MG,20,TABLETAS,ARISTON,32.30
544,2469512,2469512,"LITIO,CARBONATO",CEGLUTION,300 MG,50,TABLETAS,ARISTON,89.29
41350,2469514,2469514,"LITIO,CARBONATO",CEGLUTION,300 MG,90,TABLETAS,ARISTON,130.89
38738,5553391,5553391,"LITIO,CARBONATO",CEGLUTION XR,450 MG,30,COMPRIMIDOS,ARISTON,75.10
38739,5553392,5553392,"LITIO,CARBONATO",CEGLUTION XR,450 MG,60,COMPRIMIDOS,ARISTON,135.95
39526,5570131,5570131,"LITIO,CARBONATO",ESKALIT SR,450 MG,50,COMPRIMIDOS,GLAXOSMITHKLINE,94.73
28822,4561383,4561383,"LITIO,CARBONATO",KARLIT,300 MG,20,COMPRIMIDOS,BIOTENK,24.64
45796,0598184,598184,LOSARTAN,ANTIPRESOL,50 MG,30,COMPRIMIDOS,FECOFAR,119.46
41398,53514212,9941398,LOSARTAN,BIABLAN,50 MG,30,COMPRIMIDOS,FADA PHARMA,119.46
40001,5553711,5553711,LOSARTAN,CARTAN,100 MG,30,COMPRIMIDOS,EUROFARMA,176.51
38611,4877292,4877292,LOSARTAN,CARTAN,50 MG,15,COMPRIMIDOS,EUROFARMA,25.90
28100,4877291,4877291,LOSARTAN,CARTAN,50 MG,30,COMPRIMIDOS,EUROFARMA,119.46
42993,4020587,4020587,LOSARTAN,CORTICOSAN,50 MG,30,COMPRIMIDOS,FABRA,43.44
31308,5047491,5047491,LOSARTAN,COZAAREX,100 MG,30,COMPRIMIDOS,MERCK SHARP,176.51
30338,4003672,4003672,LOSARTAN,COZAAREX,50 MG,30,COMPRIMIDOS,MERCK SHARP,119.46
46246,5291752,5291752,LOSARTAN,ENROMIC,100 MG,30,COMPRIMIDOS,MICROSULES ARG.,63.00
23291,4559822,4559822,LOSARTAN,ENROMIC,50 MG,30,COMPRIMIDOS,MICROSULES ARG.,43.44
42038,5753556,5753556,LOSARTAN,FABOSIC,50 MG,30,COMPRIMIDOS,SAVANT RETAIL,43.44
36166,5351421,5351421,LOSARTAN,FADA LOSARTAN,50 MG,30,COMPRIMIDOS,FADA PHARMA,43.44
41197,5216673,5216673,LOSARTAN,FENSARTAN,100 MG,30,COMPRIMIDOS,ELEA,176.51
41196,5159963,5159963,LOSARTAN,FENSARTAN,50 MG,30,COMPRIMIDOS,ELEA,119.46
25467,0485400,4854001,LOSARTAN,KLOSARTAN,50 MG,20,COMPRIMIDOS,KLONAL,48.74
44527,4854002,4854002,LOSARTAN,KLOSARTAN,50 MG,30,COMPRIMIDOS,KLONAL,43.44
35481,5329264,5329264,LOSARTAN,LOCTENK,100 MG,30,COMPRIMIDOS,BIOTENK,63.00
24533,4623093,4623093,LOSARTAN,LOCTENK,50 MG,30,COMPRIMIDOS,BIOTENK,43.44
33321,4623096,4623096,LOSARTAN,LOCTENK,50 MG,60,COMPRIMIDOS,BIOTENK,136.94
37849,5483002,5483002,LOSARTAN,LOPLAC,100 MG,30,COMPRIMIDOS,CASASCO,176.51
34255,4101681,4101681,LOSARTAN,LOPLAC,50 MG,15,COMPRIMIDOS,CASASCO,51.39
23716,4101682,4101682,LOSARTAN,LOPLAC,50 MG,30,COMPRIMIDOS,CASASCO,119.46
31004,4649592,4649592,LOSARTAN,LOSACOR,100 MG,30,COMPRIMIDOS,ROEMMERS,176.51
15987,3964673,3964673,LOSARTAN,LOSACOR,50 MG,30,COMPRIMIDOS,ROEMMERS,119.46
39302,5496001,5496001,LOSARTAN,LOSARGAL,50 MG,15,COMPRIMIDOS,SANT GALL,51.39
39303,5496002,5496002,LOSARTAN,LOSARGAL,50 MG,30,COMPRIMIDOS,SANT GALL,43.44
35655,5325711,5325711,LOSARTAN,LOSARTAN GEN MED,50 MG,30,COMPRIMIDOS,TECHSPHERE,43.44
41249,5219201,5219201,LOSARTAN,LOSARTAN ILAB,50 MG,30,COMPRIMIDOS,INMUNOLAB,43.44
34195,5235813,5235813,LOSARTAN,LOSARTAN NEXO,50 MG,30,COMPRIMIDOS,NEXO PHARMACEUTI,43.44
33857,5190171,5190171,LOSARTAN,LOSARTAN NORTHIA,50 MG,15,COMPRIMIDOS,NORTHIA,25.90
33858,5190173,5190173,LOSARTAN,LOSARTAN NORTHIA,50 MG,30,COMPRIMIDOS,NORTHIA,119.46
44738,5889682,5889682,LOSARTAN,LOSARTAN PUNTANOS,50 MG,30,COMPRIMIDOS,LABORATORIOS PUNTANOS,43.44
37478,5315552,5315552,LOSARTAN,LOSARTAN RICHET,100 MG,30,COMPRIMIDOS,RICHET,63.00
37479,5315553,5315553,LOSARTAN,LOSARTAN RICHET,100 MG,60,COMPRIMIDOS,RICHET,271.54
37477,5315422,5315422,LOSARTAN,LOSARTAN RICHET,50 MG,30,COMPRIMIDOS,RICHET,43.44
45416,5818392,5818392,LOSARTAN,LOSARTAN TAURO,100 MG,30,COMPRIMIDOS,LABORATORIOS TAURO,119.46
38891,0453407,453407,LOSARTAN,LOSARTAN VANNIER,50 MG,30,COMPRIMIDOS,VANNIER,43.44
31469,5064961,5064961,LOSARTAN,NITEN,100 MG,30,COMPRIMIDOS,IVAX ARG.,176.51
16399,3981161,3981161,LOSARTAN,NITEN,,15,COMPRIMIDOS,IVAX ARG.,51.39
16400,3981162,3981162,LOSARTAN,NITEN,,30,COMPRIMIDOS,IVAX ARG.,119.46
33200,5161942,5161942,LOSARTAN,PAXON,100 MG,28,COMPRIMIDOS,GADOR,197.68
34653,5161947,5161947,LOSARTAN,PAXON,100 MG,30,COMPRIMIDOS,GADOR,176.51
48981,5161948,5161948,LOSARTAN,PAXON,100 MG,60,COMPRIMIDOS,GADOR,312.50
17000,3986951,3986951,LOSARTAN,PAXON,50 MG,14,COMPRIMIDOS,GADOR,75.84
17001,3986952,3986952,LOSARTAN,PAXON,50 MG,28,COMPRIMIDOS,GADOR,157.49
34652,3986957,3986956,LOSARTAN,PAXON,50 MG,30,COMPRIMIDOS,GADOR,119.46
48980,39869572,3986957,LOSARTAN,PAXON,50 MG,60,COMPRIMIDOS,GADOR,253.50
47779,5838131,5838131,LOSARTAN,PRISONIL,100 MG,30,COMPRIMIDOS,LEPETIT,63.00
44453,5838261,5838261,LOSARTAN,PRISONIL,50 MG,15,COMPRIMIDOS,LEPETIT,25.90
46236,5838262,5838262,LOSARTAN,PRISONIL,50 MG,30,COMPRIMIDOS,LEPETIT,43.44
48966,5831138,5831138,LOSARTAN,TACARDIA,100 MG,28,COMPRIMIDOS,RICHMOND,180.52
48964,4297719,4297719,LOSARTAN,TACARDIA,50 MG,28,COMPRIMIDOS,RICHMOND,147.79
20535,4297712,4297712,LOSARTAN,TACARDIA,50 MG,30,COMPRIMIDOS,RICHMOND,119.46
48965,4297711,4297711,LOSARTAN,TACARDIA,50 MG,56,COMPRIMIDOS,RICHMOND,263.98
43024,4297714,4297714,LOSARTAN,TACARDIA,50 MG,60,COMPRIMIDOS,RICHMOND,253.50
36358,5364681,5364681,LOSARTAN,TACICUL,50 MG,30,COMPRIMIDOS,DENVER FARMA,43.44
41659,5703421,5703421,LOSARTAN,TEMISARTAN,100 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,176.51
31012,5030852,5030852,LOSARTAN,TEMISARTAN,50 MG,30,COMPRIMIDOS,TEMIS-LOSTALO,119.46
41532,5656683,5656683,LOSARTAN,VASEXTEN,100 MG,30,COMPRIMIDOS,BERNABO,63.00
41531,5656553,5656553,LOSARTAN,VASEXTEN,50 MG,30,COMPRIMIDOS,BERNABO,43.44
7319,1611595,1611595,"MAGNESIO,VALPROATO",LOGICAL,200 MG,30,COMPRIMIDOS,IVAX ARG.,50.13
7320,1611594,1611594,"MAGNESIO,VALPROATO",LOGICAL,200 MG,60,COMPRIMIDOS,IVAX ARG.,92.88
7321,2413574,2413574,"MAGNESIO,VALPROATO",LOGICAL,400 MG,30,COMPRIMIDOS,IVAX ARG.,87.11
7331,2413575,2413575,"MAGNESIO,VALPROATO",LOGICAL,400 MG,60,COMPRIMIDOS,IVAX ARG.,168.02
11105,3313721,3313721,MESALAZINA,5 ASA,400 MG,30,COMPRIMIDOS,DOMINGUEZ,258.93
11106,3313722,3313722,MESALAZINA,5 ASA,400 MG,60,COMPRIMIDOS,DOMINGUEZ,485.08
11107,3314131,3314131,MESALAZINA,5 ASA,400 MG,10,SUPOSITORIOS,DOMINGUEZ,127.93
11108,3314132,3314132,MESALAZINA,5 ASA,400 MG,30,SUPOSITORIOS,DOMINGUEZ,366.22
43119,5820131,5820131,MESALAZINA,5 ASA,500 MG,30,COMPRIMIDOS,DOMINGUEZ,290.38
43120,5820132,5820132,MESALAZINA,5 ASA,500 MG,60,COMPRIMIDOS,DOMINGUEZ,444.59
43121,5820001,5820001,MESALAZINA,5 ASA,800 MG,30,COMPRIMIDOS,DOMINGUEZ,392.99
43122,5820002,5820002,MESALAZINA,5 ASA,800 MG,60,COMPRIMIDOS,DOMINGUEZ,691.42
45136,5927681,5927681,MESALAZINA,5 ASA LP,,30,COMPRIMIDOS,DOMINGUEZ,185.71
45137,5927682,5927682,MESALAZINA,5 ASA LP,,60,COMPRIMIDOS,DOMINGUEZ,355.55
44804,5895421,5895421,MESALAZINA,5 XR,500 MG,50,COMPRIMIDOS,ARISTON,214.49
44805,5895422,5895422,MESALAZINA,5 XR,500 MG,100,COMPRIMIDOS,ARISTON,543.38
11142,3259531,3259531,MESALAZINA,BUFEXAN,500 MG,20,COMPRIMIDOS,NOVA ARGENTIA,112.06
11143,3259532,3259532,MESALAZINA,BUFEXAN,500 MG,60,COMPRIMIDOS,NOVA ARGENTIA,329.53
11141,3259791,3259791,MESALAZINA,BUFEXAN,500 MG,12,SUPOSITORIOS,NOVA ARGENTIA,93.27
49184,6228844,6228844,MESALAZINA,CONDUCTASA,500 MG,60,COMPRIMIDOS,CASASCO,444.59
49185,6228974,6228974,MESALAZINA,CONDUCTASA,800 MG,60,COMPRIMIDOS,CASASCO,617.95
39612,5564002,5564002,MESALAZINA,EXOTRAN,500 MG,30,COMPRIMIDOS,BETA,129.61
39613,5564004,5564004,MESALAZINA,EXOTRAN,500 MG,60,COMPRIMIDOS,BETA,275.88
44575,5900971,5900971,MESALAZINA,MEZAVANT,1200 MG,30,COMPRIMIDOS,BAGO,581.28
44576,5900970,5900970,MESALAZINA,MEZAVANT,1200 MG,60,COMPRIMIDOS,BAGO,1119.13
47675,6090711,6090711,MESALAZINA,PENTASA,1000 MG,30,COMPRIMIDOS,FERRING,630.05
47676,6090712,6090712,MESALAZINA,PENTASA,1000 MG,60,COMPRIMIDOS,FERRING,1185.19
34045,0512747,512747,MESALAZINA,PENTASA,1000 MG,50,SOBRES,FERRING,962.06
18876,4056481,4056481,MESALAZINA,PENTASA,1000 MG,28,SUPOSITORIOS,FERRING,955.21
43518,0575168,5751681,MESALAZINA,PENTASA,2000 MG,30,SOBRES,FERRING,1155.25
18874,4056302,4056302,MESALAZINA,PENTASA,500 MG,50,COMPRIMIDOS,FERRING,388.95
18875,4056301,4056301,MESALAZINA,PENTASA,500 MG,100,COMPRIMIDOS,FERRING,766.82
23525,4402721,4402721,MESALAZINA,PENTASA ENEMA 7 UNIDADES,,100,LIQUIDO,FERRING,676.83
42058,5631391,5631391,MESALAZINA,RECTOCALM,400 MG,30,COMPRIMIDOS,SANITAS,244.52
42059,5631392,5631392,MESALAZINA,RECTOCALM,400 MG,60,COMPRIMIDOS,SANITAS,450.44
48505,6165752,6165752,MESALAZINA,SALOFALK,1000 MG,10,SUPOSITORIOS,BIOTOSCANA,252.00
