Nro Reg,Troquel,Producto,Presentacion,Accion Terapeutica,Monodroga,Vademecum
9788,4076361,FLUOROURACILO FILAXIS,500 MG INY.F.A.X 5,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
16928,3989001,FLUOROURACILO LKM 500,500 MG INY.A.X 4,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
33921,5176541,FLUOROURACILO RONTAG,500 MG INY.F.A.X 5,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
12557,3564377,FLUOROURACILO TUTEUR,1000 MG/20 ML F.A.X 1,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
12555,3628642,FLUOROURACILO TUTEUR,250 MG/5 ML A.X 5,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
12556,3564375,FLUOROURACILO TUTEUR,500 MG/10 ML A.X 5,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
4147,3038001,ONCOFU,500 MG FCO.A.X 5 X 10 ML,CITOSTATICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
29552,4945182,TRIOSULES,500 MG INY.A.X 5 X 10 ML,ANTINEOPLASICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
18791,4067611,ALENTAL,20 MG COMP.REC.X 20,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
32658,4607615,ALENTAL,20 MG COMP.REC.X 4,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
18792,4067612,ALENTAL,20 MG COMP.REC.X 40,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
14907,3842142,ANIMEX-ON,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
31871,5092222,CAPTATON,20 MG CAPS.X 20,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
31872,5092224,CAPTATON,20 MG CAPS.X 40,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
22978,4435491,EBURNATE,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
22979,4435492,EBURNATE,20 MG COMP.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
5792,3109622,EQUILIBRANE,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
17441,3109621,EQUILIBRANE,20 MG COMP.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
32296,5149111,FABOXETINA,20 MG COMP.X 20,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
44417,5852422,FADA FLUOXETINA,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
36602,497520,FELIXINA,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
28020,3115981,FIOROT,20 MG CAPS.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
15840,3988191,FLUOXETINA FABRA,COMP.X 20,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
34813,5203692,FLUOXETINA NORTHIA,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
34910,5203695,FLUOXETINA NORTHIA,20 MG COMP.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
40716,4279233,FLUOXIRAM,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
40717,4279234,FLUOXIRAM,20 MG COMP.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
821,3057311,FOXETIN,20 MG COMP.X 20,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
34642,3057316,FOXETIN,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
12276,3057317,FOXETIN,20 MG COMP.X 40,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
16361,3057312,FOXETIN,20 MG COMP.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
23008,3560652,FOXETIN 10,10 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
28667,3886621,MITILASE,20 MG COMP.X 10,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
15379,3886622,MITILASE,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
26697,4955082,NERVOSAL,10 MG CAPS.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
26698,4955083,NERVOSAL,10 MG CAPS.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
23416,4552211,NERVOSAL,20 MG CAPS.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
23417,4552212,NERVOSAL,20 MG CAPS.X 60,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
3201,3115481,NEUPAX,COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
36914,3499111,NEURO LAZ,20 MG COMP.X 10,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
36915,3499112,NEURO LAZ,20 MG COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
15536,3481291,PROZAC,20 MG CAPS.X 14,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
15537,3481292,PROZAC,20 MG CAPS.X 28,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
50677,3481293,PROZAC,20 MG CAPS.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
24668,4075532,PROZAC,DISP.20 MG COMP.RAN.X 28,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
29016,4930491,PROZAC DURAPAC,90MG CAPS.LIB.RETARD.X 4,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
5179,3125702,SAURAT,COMP.X 30,ANTIDEPRESIVO,FLUOXETINA,CUBIERTOS
45673,3946012,CLINADOL COLUTORIO,FRASCO X 150 ML,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
18401,3338578,CLINADOL FORTE,100 MG COMP.X 16,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
18400,3338577,CLINADOL FORTE,100 MG COMP.X 8,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
41619,5735003,CLINADOL FORTE AP,200MGCOMP.REC.LIB.PROLX8,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
45012,3338571,CLINADOL FORTE FEM,100 MG COMP.REC.X 10,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
45606,4449272,FLURBIC,1 MG/ML SOL.OFT.X 5 ML,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
48135,6159685,FLURBIXIM,100 MG COMP.X 16,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
48134,6159682,FLURBIXIM,100 MG COMP.X 8,ANALGESICO ANTIINFLAM.,FLURBIPROFENO,CUBIERTOS
21709,434671,LUARPROFENO,GTS.OFT.X 10 ML,ANTIINFLAM.OFTALMICO,FLURBIPROFENO,CUBIERTOS
4558,2041651,IMAP,12 MG F.A.X 6 ML,NEUROLEPTICO,FLUSPIRILENO,CUBIERTOS
17502,4055311,FLUTAMIDA FILAXIS,250 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
3881,3089593,FLUTAMIDA GADOR,250 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
12249,3367441,FLUTAMIDA LKM 250,250 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
25283,4685892,FLUTAMIDA MICROSULES,250 MG COMP.REC.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
25221,4676140,FLUTAPLEX,250 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
11185,3356131,FLUTEPAN,250 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
18872,3353242,FLUTRAX,COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
12087,2961201,FTDA,100 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
12088,2961041,FTDA,250 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
9593,3129923,FTDA,400 MG COMP.X 60,ANTIANDROGENO,FLUTAMIDA,CUBIERTOS CON AUTORIZACION PREVIA
43089,4838002,BALIVENT NASAL,SPRAY NASAL X 120 DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
43088,4838001,BALIVENT NASAL,SPRAY NASAL X 60 DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
47576,613784,BRONQUILAIR NASAL,SPRAY NASAL X 120 DS,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
12997,3648941,FLIXONASE ACUOSO NASAL,INHAL.DOSIS X 120,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
19691,3833311,FLIXOTIDE,125 MCG INHAL.DOSIS X 60,ANTIASMATICO,FLUTICASONA,CUBIERTOS
19692,3833313,FLIXOTIDE,125 MCG INHAL.DOSIS X120,ANTIASMATICO,FLUTICASONA,CUBIERTOS
18764,4062081,FLIXOTIDE,250 MCG DISKUS X 60,ANTIASMATICO,FLUTICASONA,CUBIERTOS
14962,3833491,FLIXOTIDE,250 MCG INHAL.DOSIS X 60,ANTIASMATICO,FLUTICASONA,CUBIERTOS
19693,3833493,FLIXOTIDE,250 MCG INHAL.DOSIS X120,ANTIASMATICO,FLUTICASONA,CUBIERTOS
19690,3833233,FLIXOTIDE,50 MCG INHAL.DOSIS X 120,ANTIASMATICO,FLUTICASONA,CUBIERTOS
46726,5972424,FLUTICORT,125 MCG AER.HFA X 120DS.,ANTIASMATICO,FLUTICASONA,CUBIERTOS
46727,5972554,FLUTICORT,250 MCG AER.HFA X 120DS.,ANTIASMATICO,FLUTICASONA,CUBIERTOS
45636,5210311,FLUTICORT,50 MCG SPRAY NASALX60DS.,ANTIASMATICO,FLUTICASONA,CUBIERTOS
33903,4452561,FLUTI-K,50 MCG SPRAY NASALX120DS,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
41672,5741002,INHALAN,SPRAY NASAL X 120 DS.,CORTICOSTEROIDE TOPICO,FLUTICASONA,CUBIERTOS
41671,5741001,INHALAN,SPRAY NASAL X 60 DS.,CORTICOSTEROIDE TOPICO,FLUTICASONA,CUBIERTOS
36681,3890322,LIDIL CORT,SPRAY NASAL X 120 DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
36682,3890321,LIDIL CORT,SPRAY NASAL X 60 DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
41717,5724132,LIRTODAC,125 MCG AER.X 120 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
41718,5724131,LIRTODAC,125 MCG AER.X 60 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
41720,5724262,LIRTODAC,250 MCG AER.X 120 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
41719,5724261,LIRTODAC,250 MCG AER.X 60 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
35973,5354682,PROAIR NASAL,SUSP.AC.NASAL X 120 DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
37967,5354681,PROAIR NASAL,SUSP.AC.NASAL X 60 DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
32430,5093241,RINISONA,50 MCG SPRAY NASALX120DS,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
40375,5093242,RINISONA,50 MCG SPRAY NASALX60DS.,ANTIALERGICO ANTIINFLAMATORIO,FLUTICASONA,CUBIERTOS
38389,5369421,RINISONA BRONQUIAL,125 MCG AER.X 120 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
38390,5391421,RINISONA BRONQUIAL,250 MCG AER.X 120 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
38388,5369391,RINISONA BRONQUIAL,50 MCG AER.X 120 DOSIS,ANTIASMATICO,FLUTICASONA,CUBIERTOS
39771,5369422,RINISONA BRONQUIAL CON AEROCAMARA,125 MCG AER.X 120 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA,CUBIERTOS
51204,6299711,RELVAR ELLIPTA,184/22 MCG X 30 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,'FLUTICASONA,FUORATO+VILANTEROL',CUBIERTOS
51203,6299681,RELVAR ELLIPTA,92/22 MCG X 30 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,'FLUTICASONA,FUORATO+VILANTEROL',CUBIERTOS
42203,5755711,ALENYS,INHAL.NASAL DS.X 120,CORTICOSTEROIDE NASAL USO TOPICO,'FLUTICASONA,FUROATO',CUBIERTOS
50596,9950596,FLUNUTRAC,CR.X 30 G,CORTICOSTEROIDE TOPICO,'FLUTICASONA,PROPINATO',CUBIERTOS
49349,6253711,INHALAN PLUS,SPRAY NASAL X 60 DS.,CORTICOSTEROIDE TOPICO,FLUTICASONA+OXIMETAZOLINA CLORH.,CUBIERTOS
49283,5962841,ASMABRON,125/25 MCG AER.X 120 DS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
49284,5962971,ASMABRON,250/25 MCG AER.X 120 DS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
48169,6041974,FLUTIVENT HFA,125/25 MCG DOSIS X 120,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
48156,6041971,FLUTIVENT HFA,125/25 MCG DOSIS X 60,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
47968,6042004,FLUTIVENT HFA,250/25 MCG DOSIS X 120,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
47680,6042001,FLUTIVENT HFA,250/25 MCG DOSIS X 60,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
40934,5762973,FLUTIVENT+AEROMED,25/125MCG DS.X150+ESPAC.,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
48681,6090135,FLUTIVENT+AEROMED HFA,125/25MCG DS.X150+ESPAC.,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
41722,5737262,LIRTODAC PLUS,125/25MCG AER.X 120DOSIS,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
41723,5737132,LIRTODAC PLUS,250/25MCG AER.X 120DOSIS,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
38898,5523681,NEUMOTIDE AEROSOL,125/25 MCG X 120 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
38901,5523711,NEUMOTIDE AEROSOL,250/25 MCG X 120 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
38895,5523551,NEUMOTIDE AEROSOL,50/25 MCG X 120 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
39772,5523682,NEUMOTIDE AEROSOL CON AEROCAMARA,125/25 MCG X 120 DOSIS,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
42073,4846841,NEUMOTIDE CAPSULAS,100/50 MCG CAPS.X60 +APL,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
42074,4846921,NEUMOTIDE CAPSULAS,250/50 MCG CAPS.X60 +APL,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
42075,4847091,NEUMOTIDE CAPSULAS,500/50 MCG CAPS.X60 +APL,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
43664,5724681,PROAIR BRONQUIAL,125/25MCG AER.X 120DOSIS,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
43665,5724682,PROAIR BRONQUIAL,125/25MCG X120DS.+AEROC.,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
43666,5724711,PROAIR BRONQUIAL,250/25MCG AER.X 120DOSIS,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
45232,5816971,PROAIR BRONQUIAL 250/50,CAPS.P/INHAL.X 60+APLIC.,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
45233,5816841,PROAIR BRONQUIAL 500/50,CAPS.P/INHAL.X 60+APLIC.,ANTIASMATICO,FLUTICASONA+SALMETEROL,CUBIERTOS
28609,4898321,SERETIDE AEROSOL HFA,25/125MCG HFA DOSIS X120,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
28610,4898401,SERETIDE AEROSOL HFA,25/250MCG HFA DOSIS X120,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
28608,4898241,SERETIDE AEROSOL HFA,25/50 MCG HFA DOSIS X120,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
24351,4622422,SERETIDE DISKUS,50/100 MCG DOSIS X 60,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
24352,4622502,SERETIDE DISKUS,50/250 MCG DOSIS X 60,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
26250,4622682,SERETIDE DISKUS,50/500 MCG DOSIS X 60,ANTIINFLAM.RESPIRAT.BRONCODIL.,FLUTICASONA+SALMETEROL,CUBIERTOS
28933,4822741,LESCOL XL,80 MG COMP.X 28,HIPOCOLESTEROLEMIANTE,FLUVASTATINA,CUBIERTOS
49097,6221262,LUVOX,100 MG COMP.RAN.X 30,ANTIDEPRESIVO,FLUVOXAMINA,CUBIERTOS
49096,6221261,LUVOX,100 MG COMP.REC.X 15,ANTIDEPRESIVO,FLUVOXAMINA,CUBIERTOS
33812,5226801,ACIDO FOLICO OMEGA,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
33813,5226961,ACIDO FOLICO OMEGA,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
35887,453738,ACIDO FOLICO VANNIER,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
29399,4537121,ACIDO FOLICO VANNIER,10 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
29398,4537201,ACIDO FOLICO VANNIER,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
13418,3444321,ACIFOL,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
13419,3444322,ACIFOL,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
22693,4465431,ACIFOL 10,10 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
22694,4465432,ACIFOL 10,10 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
16231,3978451,ACIFOL 5,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
16232,3978452,ACIFOL 5,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
33442,4930571,ACIFOL GOTAS,FCO.X 10 ML,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36080,5356844,ANFOLIC,5 MG COMP.X 10,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36018,5356841,ANFOLIC,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
40209,5628391,ARISFOLIC,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
40210,5628421,ARISFOLIC,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
39175,5025761,AZOLAC FOLICO,5 MG COMP.X 30,VITAMINICO,'FOLICO,AC.',CUBIERTOS
39176,5025762,AZOLAC FOLICO,5 MG COMP.X 60,VITAMINICO,'FOLICO,AC.',CUBIERTOS
44688,5883263,BERNAFOLIC 1,1 MG COMP.X 30,COMPLEMENTO VITAMINICO,'FOLICO,AC.',CUBIERTOS
44689,5883266,BERNAFOLIC 1,1 MG COMP.X 60,COMPLEMENTO VITAMINICO,'FOLICO,AC.',CUBIERTOS
44690,5883393,BERNAFOLIC 5,5 MG COMP.X 30,COMPLEMENTO VITAMINICO,'FOLICO,AC.',CUBIERTOS
44691,5883396,BERNAFOLIC 5,5 MG COMP.X 60,COMPLEMENTO VITAMINICO,'FOLICO,AC.',CUBIERTOS
36877,9936877,BIOLFOLIC,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36878,538284,BIOLFOLIC,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34555,4972253,COFLIC,1 MG COMP.RAN.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34557,4972463,COFLIC,10 MG COMP.RAN.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34556,4972303,COFLIC,5 MG COMP.RAN.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
24451,432433,CONACID,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
20440,4324351,CONACID,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36327,5075381,DUPOFOL,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36328,5075382,DUPOFOL,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36330,5075592,DUPOFOL,10 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36331,5075431,DUPOFOL,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
36332,5075432,DUPOFOL,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
31309,5060831,EGESTAN FOLICO,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
31310,5060832,EGESTAN FOLICO,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
31311,5061011,EGESTAN FOLICO,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
31312,5061012,EGESTAN FOLICO,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
37937,5188661,FOLIMAX,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
37938,5188711,FOLIMAX,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
38613,5496133,FOLINEMIC,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
38614,5496135,FOLINEMIC,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
38615,5496263,FOLINEMIC,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
38616,5496265,FOLINEMIC,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
39304,5446711,GALFOL 1,1 MG COMP.X 30,VITAMINICO,'FOLICO,AC.',CUBIERTOS
42887,5446971,GALFOL 10,10 MG COMP.REC.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
39306,5446841,GALFOL 5,5 MG COMP.X 30,VITAMINICO,'FOLICO,AC.',CUBIERTOS
41551,5660421,GYNOFOL 1,1 MG COMP.RAN.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
41552,5660551,GYNOFOL 5,5 MG COMP.RAN.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
41553,5660552,GYNOFOL 5,5 MG COMP.RAN.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
38854,5532682,MEDIFOL 5,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
44197,5842551,NEXOVITAL FOLICO,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
44198,5842552,NEXOVITAL FOLICO,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
44199,5842681,NEXOVITAL FOLICO,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
44200,5842682,NEXOVITAL FOLICO,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
37296,5088621,RONFOLIC,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
37297,5088622,RONFOLIC,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
37298,5088781,RONFOLIC,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
37299,5088782,RONFOLIC,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34124,5240012,SUPRAFOL,1 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34125,5240001,SUPRAFOL,1 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34126,5240172,SUPRAFOL,5 MG COMP.X 30,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
34127,5240174,SUPRAFOL,5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
21245,4365282,TANVIMIL FOLICO,1 MG COMP.X 30,VITAMINICO,'FOLICO,AC.',CUBIERTOS
26754,4365283,TANVIMIL FOLICO,1 MG COMP.X 60,VITAMINICO,'FOLICO,AC.',CUBIERTOS
31960,5089382,TANVIMIL FOLICO,10 MG COMP.X 30,VITAMINICO,'FOLICO,AC.',CUBIERTOS
31961,5089383,TANVIMIL FOLICO,10 MG COMP.X 60,VITAMINICO,'FOLICO,AC.',CUBIERTOS
21246,4365362,TANVIMIL FOLICO,5 MG COMP.X 30,VITAMINICO,'FOLICO,AC.',CUBIERTOS
26755,4365363,TANVIMIL FOLICO,5 MG COMP.X 60,VITAMINICO,'FOLICO,AC.',CUBIERTOS
31962,5089431,TANVIMIL FOLICO,GTS.X 20 ML,ANTIANEMICO,'FOLICO,AC.',CUBIERTOS
41573,5731971,BLASTOP PREVENT,COMP.REC.X30 + COMP.X30,ANTIANEMICO POLIVITAMINICO,'FOLICO,AC.+ASOC.',CUBIERTOS
50406,5067183,FOLAPORT,250/0.5 MG COMP.X 60,ANTIANEMICO,'FOLICO,AC.+ASOC.',CUBIERTOS
33856,5097631,ACIFOL B12,COMP.X 30,ANTIANEMICO,'FOLICO,AC.+VIT.B',CUBIERTOS
