,BARRA,DESCRIPCIÓN,PRESENTACION,,,,LABORATORIO,PRECIO VENTA,FRACCION,,,
100002894,8027950200245,KENACORT I.A.10 MG 5 ML AMPOLLA,UN,22808,22808,0,MERCK S.A.,0.3%-,0,,,
100014495,8027950200238,KENACORT I.M.40 MG 1 ML AMPOLLA,UN,18049,17355,0,MERCK S.A.,0.1%,0,,,
100018322,7501041991218,MICOSTATIN 50 TABLETAS,CJ,46158,44383,0,MERCK S.A.,1.05%,0,,,
100018321,7501041941565,MICOSTATIN SUSPENSION 60 ML,FCO,22714,22714,0,MERCK S.A.,0.1%,0,,,
100010130,7702418005105,MINART 16 MG 30 TABLETAS (A),CJ,98426,94640,0,MERCK S.A.,1.05%,0,,,
100018926,7702418005112,MINART 32 MG 30 TABLETAS (A),CJ,98426,98426,0,MERCK S.A.,0.1%,0,,,
100019264,7702418005099,MINART 8 MG 30 TABLETAS (A),CJ,98426,98426,0,MERCK S.A.,0.1%,0,,,
100019265,7702418005136,MINART PLUS 16/12.5 MG 30 TBS (A),CJ,98426,94640,0,MERCK S.A.,0.1%,0,,,
100009186,8027950200207,MONOPRIL 10 MG 10 TABLETAS (M),CJ,42645,42645,0,MERCK S.A.,0.3%-,0,,,
100002911,8027950200214,MONOPRIL 20 MG 10 TABLETAS (M),CJ,56816,56816,0,MERCK S.A.,0.2%,0,,,
100001533,7702418000414,NENE DENT SOLUCION 10 ML,FCO,12732,10913,0,MERCK S.A.,1.10%,0,,,
100009294,7501298217536,NEUROBION 3 AMPOLLAS,CJ,27171,27171,0,MERCK S.A.,0.3%-,0,,,
100001527,7702418004351,NEUROBION 30 TABLETAS,CJ,28526,28526,0,MERCK S.A.,0.3%-,0,,,
100018925,7501298220178,NEUROBION DC 1 AMPOLLA,CJ,21310,21310,0,MERCK S.A.,0.3%-,0,,,
100006366,7501298220185,NEUROBION DC 3 AMPOLLAS (M),CJ,58602,58602,0,MERCK S.A.,0.3%-,0,,,
100008720,7702418000537,RHINOFRENOL ADULTOS 0.5% FCO.ATOM.15ML,FCO,13597,13597,0,MERCK S.A.,0.1%,0,,,
100010326,7702418002920,RHINOFRENOL BABY 0.01% GOTAS 15 ML,FCO,10748,10748,0,MERCK S.A.,1.10%,0,,,
100016415,7702418000520,RHINOFRENOL INFANTIL 0.25% FCO.ATOM.15ML,FCO,10435,10435,0,MERCK S.A.,0.1%,0,,,
100010832,7702418003583,RHINOSALINE SPRAY NASAL 30 ML,FCO,19260,17779,0,MERCK S.A.,0.5%,0,,,
100016416,7795317004669,THIOCTACID HR 600 MG 30 TBS (M),CJ,138356,133034,0,MERCK S.A.,0.6%-,0,,,
100019877,7702418005983,TIRA BION 3 3 UDS,OFE,37946,37946,0.16,MERCK S.A.,1.30%,0,,,
100017411,7702418001701,ZIAC 10 MG 30 TABLETAS (A) (M),CJ,152175,146322,0,MERCK S.A.,0.7%-,0,,,
100017410,7702418001695,ZIAC 2.5 MG 30 TABLETAS (M),CJ,82492,82492,0,MERCK S.A.,0.7%-,0,,,
100018824,7702418001534,ZIAC 5 MG 30 TABLETAS (M),CJ,106499,106499,0,MERCK S.A.,0.7%-,0,,,
100018825,7702502011210,AERIUS 5 MG 10 TABLETAS,CJ,64935,64935,0,MERCK SHARP & DOHME,0.6%-,0,,,
100019972,7702502017571,AERIUS 5 MG 30 TABLETAS (A)(M),CJ,129874,129874,0,MERCK SHARP & DOHME,0.6%-,0,,,
100019957,7501050618816,AERIUS JARABE 15 ML SIN AZUCAR,FCO,24228,24228,0,MERCK SHARP & DOHME,0.3%-,0,,,
100019970,7702502011227,AERIUS JARABE 60 ML SIN AZUCAR (M),FCO,64817,64817,0,MERCK SHARP & DOHME,0.7%-,0,,,
100019984,7501326048774,ARCOXIA 120 MG 7 TABLETAS (M),CJ,41350,41350,0,MERCK SHARP & DOHME,0.9%-,0,,,
100019953,7501326048736,ARCOXIA 60 MG 14 TABLETAS (T) (M),CJ,58224,58224,0,MERCK SHARP & DOHME,0.5%-,0,,,
100019966,7501326048767,ARCOXIA 90 MG 14 TABLETAS (M),CJ,62606,62606,0,MERCK SHARP & DOHME,0.5%-,0,,,
100021081,7702502210903,CELESTONE 2 MG 24 TABLETAS (T),CJ,62259,57145,0,MERCK SHARP & DOHME,0.2%,0,,,
100021080,7702502210200,CELESTONE CRONODOCE 2 ML AMPOLLA (T),AMP,45418,45418,0,MERCK SHARP & DOHME,0.3%,0,,,
100021082,7501050616928,CELESTONE CRONODOSE HYPAK 1 ML AMPOLLA,AMP,26067,26067,0,MERCK SHARP & DOHME,0.2%-,0,,,
100021833,7707213870170,CERAZETTE 28 COMPRIMIDOS (T),CJ,34563,34563,0,MERCK SHARP & DOHME,0.5%-,0,,,
100021835,3556610000208,COSOPT GOTAS OFTALMICAS 5 ML (M),FCO,115746,115746,0,MERCK SHARP & DOHME,1.10%-,0,,,
100022367,7501326048057,COZAAR 100 MG 15 TABLETAS (A)(M),CJ,128874,128874,0,MERCK SHARP & DOHME,1.10%-,0,,,
100020260,7501326048064,COZAAR 100 MG 30 TABLETAS (A)(M),CJ,257747,257747,0,MERCK SHARP & DOHME,1.10%-,0,,,
100012868,7501326052344,COZAAR 50 MG 15 TABLETAS (M),CJ,110192,110192,0,MERCK SHARP & DOHME,1.10%-,0,,,
100013715,7501326052337,COZAAR 50 MG 30 TABLETAS (M),CJ,220371,198303,0,MERCK SHARP & DOHME,0.3%-,0,,,
100020453,8711141912726,COZAAR XQ 100 MG/5 MG 30 TBS (M),CJ,239369,239369,0,MERCK SHARP & DOHME,0.2%-,0,,,
100015299,9317935215081,COZAAR XQ 50 MG+5 MG 30 TBS (M),CJ,223519,223519,0,MERCK SHARP & DOHME,0.4%-,0,,,
100001528,7702502011241,DESALEX 5 MG 10 TABLETAS,CJ,64935,64935,0,MERCK SHARP & DOHME,0.7%-,0,,,
100021832,7702502017564,DESALEX 5 MG 30 TABLETAS (A)(M),CJ,129874,129874,0,MERCK SHARP & DOHME,0.7%-,0,,,
100011729,7702502020137,DESALEX JARABE 120 ML,FCO,81745,81745,0,MERCK SHARP & DOHME,1.10%,0,,,
100020599,7702502012194,DESALEX JARABE 15 ML SIN AZUCAR,FCO,24228,24228,0,MERCK SHARP & DOHME,0.7%-,0,,,
100020598,7702502012200,DESALEX JARABE 60 ML SIN AZUCAR (M),FCO,64817,64817,0,MERCK SHARP & DOHME,0.7%-,0,,,
100015105,7702502011579,DIPROFOS 1 ML AMPOLLA,CJ,24440,24440,0,MERCK SHARP & DOHME,0.3%-,0,,,
100019080,7702502015430,DIPROSPAN 1 ML JERINGA PRELLENA,CJ,24321,24321,0,MERCK SHARP & DOHME,0.3%-,0,,,
100019956,7702502224306,ELOCOM CREMA 15 GR (T) (M),TBO,56863,56863,0,MERCK SHARP & DOHME,0.7%-,0,,,
100019969,7702502223606,ELOCOM LOCION 30 ML (M),FCO,83692,83692,0,MERCK SHARP & DOHME,0.7%-,0,,,
100019979,5013945172003,FINASPROS 5 MG 30 TABLETAS (A),CJ,377088,377088,0,MERCK SHARP & DOHME,1.10%-,0,,,
100019977,7501326048811,HYZAAR 100/12.5 MG 15 TBS (A)(M),CJ,131870,131870,0,MERCK SHARP & DOHME,0.8%-,0,,,
100019952,7501326048828,HYZAAR 100/12.5 MG 30 TBS (A)(E6)(M),CJ,261146,261146,0,MERCK SHARP & DOHME,1.10%-,0,,,
100019967,7501326052252,HYZAAR 50/12.5 MG 15 TABLETAS (M),CJ,112853,112853,0,MERCK SHARP & DOHME,0.5%-,0,,,
100019965,7501326052245,HYZAAR 50/12.5 MG 30 TABLETAS (M),CJ,223519,223519,0,MERCK SHARP & DOHME,1.10%-,0,,,
100019963,7501326052917,HYZAAR FORTE 30 TABLETAS (M),CJ,270856,270856,0,MERCK SHARP & DOHME,1.11%-,0,,,
100021834,7501326049054,JANUMET 50/1000 MG 28 TABLETAS (M),CJ,50527,50527,0,MERCK SHARP & DOHME,0.7%-,0,,,
100021836,7501326049061,JANUMET 50/1000 MG 56 TBS (A)(M),CJ,101059,101059,0,MERCK SHARP & DOHME,0.9%-,0,,,
100022366,7501326048996,JANUMET 50/500 MG 28 TABLETAS (M),CJ,50527,50527,0,MERCK SHARP & DOHME,0.7%-,0,,,
100019079,7501326049009,JANUMET 50/500 MG 56 TBS (A)(M),CJ,101059,101059,0,MERCK SHARP & DOHME,0.7%-,0,,,
200017720,7501326049023,JANUMET 50/850 MG 28 TABLETAS (T) (M),CJ,49569,49569,0,MERCK SHARP & DOHME,0.7%-,0,,,
100015845,7501326048873,JANUVIA 100 MG 14 TABLETAS (M),CJ,50527,50527,0,MERCK SHARP & DOHME,0.7%-,0,,,
100015846,7501326048880,JANUVIA 100 MG 28 TABLETAS (M),CJ,101059,101059,0,MERCK SHARP & DOHME,0.7%-,0,,,
200015652,7501326048859,JANUVIA 50 MG 28 TABLETAS(A) (M),CJ,101059,101059,0,MERCK SHARP & DOHME,0.7%-,0,,,
200015653,7707213870231,LIVIAL 2.5 MG 30 TABLETAS (M),CJ,119177,119177,0,MERCK SHARP & DOHME,0.8%-,0,,,
200015648,7702502018301,NASONEX SPR.NASAL 18 GR 280 DOS.(A)(M),FCO,108501,108501,0,MERCK SHARP & DOHME,0.2%-,0,,,
200015644,7702502015959,NASONEX SPRAY NASAL 10 GR 60 DOS.(M),FCO,53442,53442,0,MERCK SHARP & DOHME,0.6%-,0,,,
200024570,7702502015683,NASONEX SPRAY NASAL 18 GR 140 DOS.(M),FCO,58786,58786,0,MERCK SHARP & DOHME,0.7%-,0,,,
100015862,7707213870521,NUVARING ANILLO VAGINAL 1 SOBRE (R)(M),CJ,52952,52952,0,MERCK SHARP & DOHME,1.05%,0,,,
100015860,7707213870330,PREGNYL AMPOLLA 5000 U.I.(R),AMP,58498,58498,0,MERCK SHARP & DOHME,1.10%,0,,,
200015651,7707213870101,REMERON 30 MG 10 COMPRIMIDOS (M),CJ,93212,93212,0,MERCK SHARP & DOHME,0.7%-,0,,,
100015861,7707213870248,REMERON SOLTAB 30 MG 30 TBS (A)(M),CJ,212435,212435,0,MERCK SHARP & DOHME,1.10%-,0,,,
200015664,7707195410098,SAFLUTAN SOL.OFTALMICA 30 PIP.03 ML (R),CJ,92326,92326,0,MERCK SHARP & DOHME,1.15%,0,,,
200024569,8711141841262,SINEMET 25/100 MG 30 TABLETAS(A) (M),CJ,99431,99431,0,MERCK SHARP & DOHME,0.7%-,0,,,
200015649,8711141841286,SINEMET 25/250 MG 30 TABLETAS (M),CJ,88690,88690,0,MERCK SHARP & DOHME,0.7%-,0,,,
200024915,7501326048101,SINGULAIR 10 MG 10 TABLETAS (M),CJ,70227,68716,0,MERCK SHARP & DOHME,1.10%,0,,,
200027458,7501326048118,SINGULAIR 10 MG 30 TBS (E35)(A)(M),CJ,164486,164486,0,MERCK SHARP & DOHME,1.10%-,0,,,
200027457,7501326048149,SINGULAIR 4 MG 10 TBS PEDIATRICO (M),CJ,56715,55495,0,MERCK SHARP & DOHME,0.5%-,0,,,
200015647,7501326048156,SINGULAIR 4 MG 30 TBS PEDIATRICO (M),CJ,116464,116464,0,MERCK SHARP & DOHME,0.8%-,0,,,
100001525,7501326048125,SINGULAIR 5 MG 10 TABLETAS (M),CJ,56715,55495,0,MERCK SHARP & DOHME,0.5%-,0,,,
100001526,7501326048132,SINGULAIR 5 MG 30 TABLETAS (A)(M),CJ,124229,124229,0,MERCK SHARP & DOHME,0.8%-,0,,,
100001524,7702502019896,SINGULAIR 5 MG 90 TBS PEDIATRICO,CJ,169316,169316,0,MERCK SHARP & DOHME,0.1%,0,,,
100008707,30006010123,SINGULAIR GRANULADO 4 MG 10 SBS (M),CJ,63486,63486,0,MERCK SHARP & DOHME,1.05%,0,,,
100009931,3556610000024,TIMOPTOL 0.50 GOTAS 5 ML (M),FCO,78321,78321,0,MERCK SHARP & DOHME,0.8%-,0,,,
100010268,3556610000505,TIMOPTOL XE 0.5% 2.5 ML(A) (M),FCO,78159,78159,0,MERCK SHARP & DOHME,0.8%-,0,,,
100010711,3556610000031,TRUSOPT 2% GOTAS 5 ML (M),FCO,82118,82118,0,MERCK SHARP & DOHME,1.10%-,0,,,
100012504,7501326048422,VYTORIN 10/10 MG 28 TABLETAS (A) (M),1.10%-,215480,215480,0,MERCK SHARP & DOHME,1.10%-,0,,,
100015384,7501326048446,VYTORIN 10/20 MG 14 TABLETAS (M),CJ,117506,117506,0,MERCK SHARP & DOHME,0.8%-,0,,,
100014540,7501326048453,VYTORIN 10/20 MG 28 TABLETAS (M),CJ,229412,229412,0,MERCK SHARP & DOHME,1.10%-,0,,,
100015232,7501326048460,VYTORIN 10/40 MG 14 TABLETAS (M),CJ,134964,134964,0,MERCK SHARP & DOHME,1.10%-,0,,,
100014123,7702502018349,ZENHALE INH.100 MG/ 5 MICROGRAMOS (A),UN,122856,122856,0,MERCK SHARP & DOHME,0.9%-,0,,,
100015229,7702502018363,ZENHALE INH.200 MG/5 MICROGRAMOS (A),UN,146615,146615,0,MERCK SHARP & DOHME,1.10%,0,,,
100014349,7501050609180,ZETIA 10 MG 21 TABLETAS  (A),CJ,123767,123767,0,MERCK SHARP & DOHME,0.8%-,0,,,
100015918,7501050609173,ZETIA 10 MG 7 TABLETAS,CJ,46433,46433,0,MERCK SHARP & DOHME,0.1%,0,,,
100016900,7702502019803,ZOELY 2.5 MG/1.5 MG 28 TABLETAS,CJ,48010,48010,0,MERCK SHARP & DOHME,0.6%-,0,,,
100018617,7706976000626,BRILLO MAGIE LUE DURAZNO,UN,1845,1753,0.16,MEREY LTDA,1.45%,0,,,
100018618,7706976000596,BRILLO MAGIE LUE KIWI,UN,1845,1845,0.16,MEREY LTDA,1.45%,0,,,
100019331,7706976000930,CREMA INFANTIL MEREY BABY 110 GR,UN,9709,9709,0.16,MEREY LTDA,1.35%,0,,,
100020080,7706976000848,CREMA INFANTIL MEREY BABY 20 GR,UN,3168,3168,0.16,MEREY LTDA,1.45%,0,,,
100019770,7706976000923,CREMA INFANTIL MEREY BABY 50 GR,UN,5758,5470,0.16,MEREY LTDA,1.43%,0,,,
100021296,7706976000831,CREMA INFANTIL MEREY BABY MEDICA.30 GR,UN,6830,6488,0,MEREY LTDA,1.10%,0,,,
100014739,7706976000176,LIMENTOL LINIMENTO 120 ML,FCO,7644,7262,0.16,MEREY LTDA,1.40%,0,,,
100021268,7706976000398,MALTA MEREY  250 GR,FCO,10999,10999,0,MEREY LTDA,1.20%,0,,,
100014712,7706976000213,MALTA MEREY JALEA 450 GR,FCO,14234,13035,0,MEREY LTDA,1.15%,0,,,
100014751,7706976000251,PIPERAZINA 12% JARABE 60 ML MR,FCO,6782,6442,0,MEREY LTDA,1.10%,0,,,
100014747,7706976000268,PIPERAZINA 20% JARABE 60 ML MR,FCO,7121,6765,0,MEREY LTDA,1.10%,0,,,
100014719,7706976000671,PROTECTOR LABIAL MEREY 4.6 GR,UN,2327,2327,0.16,MEREY LTDA,1.45%,0,,,
100014748,7706976001104,PROTECTOR LABIAL MEREY 4.6 GR PG.1 LLV.2,OFE,2327,2211,0.16,MEREY LTDA,1.45%,0,,,
100014749,7706976000565,TALCO UNDECIN 100 GR,POT,8375,8375,0.16,MEREY LTDA,1.45%,0,,,
100021902,7706976000350,UNGUENTO MEREY 12 UDS,CJ,73589,69909,0,MEREY LTDA,1.10%,0,,,
100021906,7706976000527,UNGUENTO MEREY TUBO 15 GR,UN,6647,6647,0,MEREY LTDA,1.10%,0,,,
100020880,7702133002090,CERTS FRUTAS 16 UDS,DIS,7793,6562,0.16,MONDELEZ COLOMBIA S.A.S,1.90%,0,,,
100021047,7622210441850,CHICLE ADAMS SURTIDO 20 UDS,DIS,11730,11730,0.16,MONDELEZ COLOMBIA S.A.S,1.69%,0,,,
100021905,7702133452253,CHICLE TRIDENT CANELA 18 UDS,DIS,10582,9843,0.16,MONDELEZ COLOMBIA S.A.S,1.82%,0,,,
100020875,7506105616090,CHICLE TRIDENT EVUP COOL BUBBLE 12 UDS,DIS,17554,17554,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100020873,7506105616076,CHICLE TRIDENT EVUP FRESH MINT 12 UDS,CJ,17554,17554,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021907,7702133456602,CHICLE TRIDENT FRESH HERBAL 18 UDS,DIS,10582,10582,0.16,MONDELEZ COLOMBIA S.A.S,1.82%,0,,,
100021911,7702133456640,CHICLE TRIDENT FRESH INTENSE 18 UDS,DIS,10582,10582,0.16,MONDELEZ COLOMBIA S.A.S,1.82%,0,,,
100020887,7702133452215,CHICLE TRIDENT MENTA 18 UDS,DIS,10582,9843,0.16,MONDELEZ COLOMBIA S.A.S,1.82%,0,,,
100021908,7702133452222,CHICLE TRIDENT MORA AZUL 18 UDS,DIS,10582,10582,0.16,MONDELEZ COLOMBIA S.A.S,1.82%,0,,,
100014724,7702133452239,CHICLE TRIDENT SANDIA TWIST 18 UDS,DIS,10582,9843,0.16,MONDELEZ COLOMBIA S.A.S,1.82%,0,,,
100021910,7895800448113,CHICLE TRIDENT SENSATIONS FRESA 12 UDS,CJ,17760,16406,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100020870,7506105613365,CHICLE TRIDENT SPLA.MENTA VAINILLA 10UDS,DIS,12632,12632,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100020895,7506105612054,CHICLE TRIDENT SPLA.YERBAB.SANDIA 10 UDS,DIS,12632,12632,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100014727,7622210454621,CHICLE TRIDENT TOTAL FRESA 16 UDS,CJ,9393,9393,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021050,7622210454577,CHICLE TRIDENT TOTAL MENTA 16 UDS,CJ,9393,9393,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100020893,7622210454720,CHICLE TRIDENT TOTAL MORAZUL 16 UDS,CJ,9393,8735,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021914,7622210454607,CHICLE TRIDENT TOTAL YERBABUENA 16 UDS,CJ,9393,8735,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100020892,7622210426963,HALLS CHERRYLYPTUS 12 BARRAS,DIS,7054,7054,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100020886,7622210426987,HALLS EXTRA STRONG 12 BARRAS,DIS,7054,7054,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021915,7622210443427,HALLS MENTA FRESCA 12 BARRAS,DIS,7054,5045,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021267,7622210426970,HALLS MENTOLYPTUS 12 BARRAS,DIS,7054,7054,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021052,7622210426994,HALLS MORAZUL BARRA 12 UDS,DIS,7054,7054,0.16,MONDELEZ COLOMBIA S.A.S,1.80%,0,,,
100021918,7707294450100,PEINE MQ PIOJO 12 UDS R 117,PAQ,1842,1842,0.16,MQ LTDA,1.80%,0,,,
100014755,7707294450155,PEINILLA MQ BOL.NEGRA DEL.12 UDS R 145N,PAQ,525,525,0.16,MQ LTDA,1.90%,0,,,
100020876,7704987004176,TINTE IRIS 17 AZUL OSCURO 9 GR 12 UDS,DOC,12655,12655,0.16,NABONASAR MARTINEZ Y CIA.,1.50%,0,,,
100014743,7704987004244,TINTE IRIS 24 NEGRO 9 GR 12 UDS,DOC,12655,12655,0.16,NABONASAR MARTINEZ Y CIA.,1.50%,0,,,
100005143,7707241090502,CALENDULA JARABE 240 ML NATURCOL,FCO,9513,9513,0,NATURCOL LTDA,1.50%,0,,,
100016014,7707241090380,EXTRACTO VALERIANA GOTAS 60 ML,FCO,6854,6854,0,NATURCOL LTDA,1.30%,0,,,
100005153,7707241094067,JABON AZUFRE 100 GR NATURCOL,UN,3231,3231,0.16,NATURCOL LTDA,1.50%,0,,,
100005182,7707241094869,JABON DE GLICERINA 100 GR NATURCOL,UN,3231,3231,0.16,NATURCOL LTDA,1.50%,0,,,
100005160,7707241094029,JABON DE TIERRA NATURCOL,UN,3231,3231,0.16,NATURCOL LTDA,1.50%,0,,,
100005150,7707241090519,TOTUMO JARABE 240 ML NATURCOL,FCO,9513,9513,0,NATURCOL LTDA,1.40%,0,,,
100018369,7703987010026,AUDISAN GOTAS 10 ML,FCO,8400,8400,0,NEPAL,1.10%,0,,,
100018366,7703987020070,BILENTA JARABE 120 ML,FCO,10850,10850,0,NEPAL,1.10%,0,,,
200028782,7613032493080,ALFARE 400 GR,TAR,51643,50094,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200028789,7613032457525,ALTHERA 450 GR,TAR,51995,50435,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
200000714,7702024012122,KLIM 1+ 1700 GR,TAR,44709,43367,0,NESTLE DE COLOMBIA S.A.,0.6%-,0,,,
200000715,7702024061052,KLIM 1+ 2000 GR BOLSA,BOL,45188,43832,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200000716,7702024004219,KLIM 1+ 400 GR,TAR,11550,11204,0,NESTLE DE COLOMBIA S.A.,0.3%-,0,,,
200000717,7702024025733,KLIM 1+ 500 GR BOLSA,BOL,13136,12742,0,NESTLE DE COLOMBIA S.A.,0.3%-,0,,,
200000718,7702024004233,KLIM 1+ 900 GR,TAR,24867,24121,0,NESTLE DE COLOMBIA S.A.,0.2%-,0,,,
200000685,7702024047612,KLIM 1+ BOLSA 1000 GR,BOL,24933,24185,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200000687,7702024052685,KLIM 3+ 1000 GR BOLSA,TAR,24209,23482,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200000688,7702024020424,KLIM 3+ 1700 GR,TAR,43779,42466,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200000689,7702024025719,KLIM 3+ 500 GR BOLSA,BOL,12755,12372,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200000690,7702024007098,KLIM 3+ 900 GR,TAR,24144,23420,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200000703,7702024065135,KLIM INSTANTANEA 1700 GR,TAR,37980,36840,0,NESTLE DE COLOMBIA S.A.,0.3%,0,,,
200000707,7702024065111,KLIM INSTANTANEA 400 GR,UN,10235,9546,0,NESTLE DE COLOMBIA S.A.,0.3%,0,,,
200000708,7702024065128,KLIM INSTANTANEA 900 GR,TAR,21867,21211,0,NESTLE DE COLOMBIA S.A.,0.3%,0,,,
200000709,7702024053187,KLIM INSTANTANEA BOLSA 500 GR,BOL,10303,9994,0,NESTLE DE COLOMBIA S.A.,0.3%,0,,,
200025856,7613033200762,NAN AR LATA 400 GR,UN,41784,40530,0,NESTLE DE COLOMBIA S.A.,0.2%,0,,,
200025862,7613033734441,NAN COMFORT LR 400 GR,TAR,42840,41555,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
200025863,7613034751829,NAN COMFORT LR 800 GR,TAR,79636,77247,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
200025866,7613033033889,NAN HA 1 400 GR (M),UN,45422,44060,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
100002648,7613033038808,NAN PREMATUROS B2 400 GR,TAR,43662,36619,0,NESTLE DE COLOMBIA S.A.,0.2%,0,,,
100002650,7501059279124,NAN PRO 1 1100 GR (A) (M),TAR,96713,93812,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
100002649,7501059227453,NAN PRO 1 400 GR,TAR,40551,39335,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
100002653,7501059227644,NAN PRO 1 900 GR,TAR,81748,79296,0,NESTLE DE COLOMBIA S.A.,D70,0,,,
100002651,7501059279131,NAN PRO 2 1100 GR (A) (M),TAR,88614,85956,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
100002652,7501059227460,NAN PRO 2 400 GR,TAR,38028,36887,0,NESTLE DE COLOMBIA S.A.,0.1%,0,,,
200007580,7501059227651,NAN PRO 2 900 GR,TAR,77112,74799,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
100012500,7501059232884,NAN PRO 3 800 GR (M),TAR,55164,53509,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
100014321,7613034966650,NAN SIN LACTOSA 400 GR,UN,44249,42921,0,NESTLE DE COLOMBIA S.A.,0.3%-,0,,,
200004356,7891000064634,NESSUCAR INSTANTANEA 550 GR,UN,22155,21490,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200031161,7613033837418,NESTLE NESTUM 270 GR YOGURT FRESA,TAR,7455,7231,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200031162,7613034326478,NESTLE NESTUM 270 GR YOGURT MANZ.PERA,CJ,7455,7231,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200031163,7613033985584,NESTLE NESTUM BL 200 GR 5 CEREALES,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200023209,7613033975998,NESTLE NESTUM BL 200 GR ARROZ,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200029123,7613033977640,NESTLE NESTUM BL 200 GR BATIDO VAINILLA,CJ,4757,4614,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200029121,7613033986628,NESTLE NESTUM BL 200 GR TRIGO MIEL,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200029122,7613033975714,NESTLE NESTUM BL 200 GR TRIGO Y FRUTAS,CJ,4568,4431,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200031164,7613033972720,NESTLE NESTUM BL 350 GR 5 CEREALES,CJ,7298,7079,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
200019142,7613034027610,NESTLE NESTUM BL 350 GR TRIGO MIEL,CJ,7298,7079,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
100013980,7613033975844,NESTLE NESTUM BL 360 GR CERELAC,CJ,7298,7079,0.16,NESTLE DE COLOMBIA S.A.,1.35%,0,,,
100001556,7891000078945,NESTOGENO 1 400 GR,UN,21655,21006,0,NESTLE DE COLOMBIA S.A.,0.6%-,0,,,
100013981,7891000078983,NESTOGENO 1 800 GR,UN,40258,30739,0,NESTLE DE COLOMBIA S.A.,1.30%,0,,,
100007852,7891000078921,NESTOGENO 2 400 GR,UN,19953,19354,0,NESTLE DE COLOMBIA S.A.,0.5%-,0,,,
100011406,7891000078969,NESTOGENO 2 800 GR,UN,36972,29828,0,NESTLE DE COLOMBIA S.A.,1.12%,0,,,
100009845,7501059297739,NESTOGENO 3 KIDS L COMFORTIS 800 GRAMOS,TAR,31866,27819,0,NESTLE DE COLOMBIA S.A.,1.10%,0,,,
100009846,7707334710300,ACEVITAL 30 CAPSULAS (IVA),CJ,42379,39412,0.16,NEVOXFARMA,1.40%,0,,,
100015536,7707334710010,ALMAX 200 MG 10 TABLETAS,CJ,47646,44311,0,NEVOXFARMA,1.05%,0,,,
100015886,7707334710522,ATHEN JARABE 120 MILILITROS,FCO,8379,7792,0,NEVOXFARMA,1.30%,0,,,
100016683,7707334710294,BALZAC SUSPENSION X 360 ML,FCO,34247,31850,0,NEVOXFARMA,1.05%,0,,,
100004242,7707334710355,DESNA 5 MG 10 TABLETAS,CJ,46763,43490,0,NEVOXFARMA,1.10%,0,,,
100015377,7707334710263,DESNA JARABE 60 ML,FCO,43909,40835,0,NEVOXFARMA,1.05%,0,,,
100011722,7707334710447,DIETREX JARABE 120 ML,FCO,18333,17050,0,NEVOXFARMA,1.05%,0,,,
