200014278,7702661355026,CREMA CERO 110 GR,UN,9772,9772,0.16,LAB. CERO S.A.,E09,0
200000016,7702661358010,CREMA LACTENE 60 GR,UN,10520,10520,0.16,LAB. CERO S.A.,E09,0
200012326,7702661402058,CREMA CERO ESTRY 100 GR,POT,13886,13886,0.16,LAB. CERO S.A.,E09,0
200026942,7702661441262,CREMA CERO MULTIPROPOSITO 30 GR,UN,3792,3429,0.16,LAB. CERO S.A.,E09,9.57
200029484,7702661801004,BIBERON CERO CON CUCHARA 5 OZ,UN,12858,12858,0.16,LAB. CERO S.A.,E09,0
200020280,7702661806016,BIBERON CERO BOCA ANCHA MANIJA 8 OZ,UN,10613,10613,0.16,LAB. CERO S.A.,E09,0
200029480,7702661806023,BIBERON CERO BOCA ANCHA CON MANIJA 4 OZ,UN,8930,8930,0.16,LAB. CERO S.A.,E09,0
200029482,7702661811010,SET MANICURE CON ESTUCHE CERO,UN,9071,7406,0.16,LAB. CERO S.A.,E09,18.36
200016820,7702661824010,REPUESTO CHUPO CERO 2 UDS,DIS,4629,4208,0.16,LAB. CERO S.A.,E09,9.09
200029483,7702661831025,CUCHARA TERMOSENSIBLE CERO 3 UDS,DIS,12530,10267,0.16,LAB. CERO S.A.,E09,18.06
200029470,7702661843028,CHA.CERO DURAZNO 400 ML,FCO,6967,6270,0.16,LAB. CERO S.A.,E09,10
200029472,7702661844025,CHA.CERO MANZANILLA 400 ML,FCO,7154,6439,0.16,LAB. CERO S.A.,E09,9.99
200029471,7702661849013,CHA.CERO DURAZNO 200 ML,FCO,4161,3746,0.16,LAB. CERO S.A.,E09,9.97
200029473,7702661849501,CHA.CERO MANZANILLA 200 ML,FCO,4302,3871,0.16,LAB. CERO S.A.,E09,10.02
200029481,7702661891029,VASO ENTRENAMIENTO CERO CON MANIJAS 7 OZ,UN,10099,9164,0.16,LAB. CERO S.A.,E09,9.26
200031485,7702661913066,VASELINA CERO PAGUE 15 LLEVE 25 GR,OFE,1683,1683,0.16,LAB. CERO S.A.,E09,0
200000018,7702661916012,VASELINA CERO 110 GR,UN,6686,6686,0.16,LAB. CERO S.A.,E09,0
200005302,7702663000016,CILKA CREMA,UN,8210,8210,0.16,VILLA VERGARA E.U.,B01,0
200007100,7702700000016,GUANTE IND.INDULATEX C.25 7,UN,3294,3294,0.16,INDULATEX LTDA,D13,0
200007102,7702700000030,GUANTE IND.INDULATEX C.25 8,UN,3294,3294,0.16,INDULATEX LTDA,D13,0
200016402,7702714511386,AQUALEN EMULSION 240 GR,FCO,47284,42556,0.16,AULEN PHARMA S.A.,I22,10
100004743,7702715002357,XALACOM SOLUCION OFT. 2.5 ML (R) (PB),FCO,126738,126738,0,PFIZER S.A.S,F38,0
100004731,7702715002395,NAABAK 4.9% GOTAS 5 ML(A),FCO,73907,71689,0,QUIDECA S.A.,I64,3
100004736,7702715002432,SICCAFLUID 0.25% GEL OFTALMICO (M),TBO,46308,44919,0,QUIDECA S.A.,I64,3
100004738,7702715090019,SOLU-CORTEF 100 MG 2 ML AMPOLLA,UN,18402,17013,0,AMAREY NOVA MEDICAL S.A.,I96,7.55
100018299,7702715131019,DOSTINEX 0.5 MG 2 TABLETAS (A),CJ,61354,61354,0,PFIZER S.A.S,F38,0
100004712,7702715264502,DOSTINEX 0.5 MG 8 TABLETAS (A),CJ,211695,211695,0,PFIZER S.A.S,F38,0
100004695,7702715337015,CAVERJECT 10 MG AMPOLLA  (A),AMP,102586,102586,0,PFIZER S.A.S,F38,0
100004696,7702715337022,CAVERJECT 20 MG AMPOLLA  (A),AMP,141364,141364,0,PFIZER S.A.S,F38,0
100004710,7702715811355,DETRUSITOL 2 MG 28 TABLETAS (M),CJ,110540,110540,0,PFIZER S.A.S,F38,0
200002663,7702771006009,JABON AFRESYN 100 GR,UN,7318,7318,0.16,SANOFI AVENTIS DE COLOMBI,A42,0
200002664,7702771006016,JABON AFRESYN AVENA 100 GR,UN,8706,8706,0.16,SANOFI AVENTIS DE COLOMBI,A42,0
100000322,7702771024119,AMBRAMICINA 250 MG 240 CAPSULAS (A),CJ,126421,126421,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000323,7702771024218,AMBRAMICINA 500 MG 240 CAPSULAS (A),CJ,221502,221502,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000342,7702771094112,DELTAFLUORENE 20 TABLETAS,CJ,21649,21649,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000343,7702771104118,EQUILID 50 MG 30 CAPSULAS  (T),CJ,36903,36903,0,WINTHROP PHARMACEUTICALS,E23,0
100000368,7702771194119,NATURET 20 CAPSULAS (M),CJ,50166,50166,0,WINTHROP PHARMACEUTICALS,E23,0
100000369,7702771194218,NATURET JALEA 130 GR (M),FCO,52738,52738,0,WINTHROP PHARMACEUTICALS,E23,0
100000370,7702771194317,NATURET JALEA 260 GR (M),POT,82753,82753,0,WINTHROP PHARMACEUTICALS,E23,0
100000380,7702771214114,OMIFIN 50 MG 30 TABLETAS (M),FCO,135426,135426,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000387,7702771218211,PLASIL 5 AMPOLLAS,CJ,19367,19367,0,INNOFAR,H92,0
100000388,7702771218310,PLASIL ENZIMATICO 30 GRAGEAS,CJ,35726,35726,0,INNOFAR,H92,0
100008023,7702771397848,LASILACTON 16 CAPSULAS (A),CJ,72791,72791,0,SANOFI AVENTIS DE COLOMBI,A42,0
100000361,7702771450543,LANTADIN 30 MG 10 TABLETAS (M),CJ,193370,193370,0,INNOFAR,H92,0
100000362,7702771450628,LANTADIN 6 MG 10 TABLETAS (M),CJ,52915,52915,0,INNOFAR,H92,0
200014607,7702783000026,MEDIAS SAMSARA NYLON S NEGRO,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200014610,7702783000040,MEDIAS SAMSARA NYLON M BROWN,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200014611,7702783000064,MEDIAS SAMSARA NYLON M NEGRO,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200014608,7702783000071,MEDIAS SAMSARA NYLON M CANELA,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200014612,7702783000088,MEDIAS SAMSARA NYLON L BROWN,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200014615,7702783000101,MEDIAS SAMSARA NYLON L NEGRO,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200014613,7702783000118,MEDIAS SAMSARA NYLON L CANELA,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200003271,7702783000224,MEDIAS SAMSARA SHEER SUPPOR M SUNTAN,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003265,7702783000248,MEDIAS SAMSARA SHEER SUPPOR M BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003268,7702783000262,MEDIAS SAMSARA SHEER SUPPOR M N/CAFE,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003267,7702783000279,MEDIAS SAMSARA SHEER SUPPOR M NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003269,7702783000286,MEDIAS SAMSARA SHEER SUPPOR M N/CLARO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003264,7702783000293,MEDIAS SAMSARA SHEER SUPPOR M AZUL,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003266,7702783000309,MEDIAS SAMSARA SHEER SUPPOR M CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003263,7702783000323,MEDIAS SAMSARA SHEER SUPPOR L SUNTAN,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003258,7702783000347,MEDIAS SAMSARA SHEER SUPPOR L BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003260,7702783000361,MEDIAS SAMSARA SHEER SUPPOR L N/CAFE,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003256,7702783000378,MEDIAS SAMSARA SHEER SUPPOR L NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003261,7702783000385,MEDIAS SAMSARA SHEER SUPPOR L N/CLARO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003257,7702783000392,MEDIAS SAMSARA SHEER SUPPOR L AZUL,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003259,7702783000408,MEDIAS SAMSARA SHEER SUPPOR L CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003279,7702783000422,MEDIAS SAMSARA SHEER SUPPOR XL SUNTAN,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003273,7702783000446,MEDIAS SAMSARA SHEER SUPPOR XL BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003276,7702783000460,MEDIAS SAMSARA SHEER SUPPOR XL N/CAFE,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003275,7702783000477,MEDIAS SAMSARA SHEER SUPPOR XL NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003277,7702783000484,MEDIAS SAMSARA SHEER SUPPOR XL N/CLARO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003274,7702783000507,MEDIAS SAMSARA SHEER SUPPOR XL CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024348,7702783000965,MEDIAS SAMSARA DESCANSO M BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024349,7702783000996,MEDIAS SAMSARA DESCANSO M CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024353,7702783001009,MEDIAS SAMSARA DESCANSO L BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024354,7702783001030,MEDIAS SAMSARA DESCANSO L CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024343,7702783001047,MEDIAS SAMSARA DESCANSO XL BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024344,7702783001078,MEDIAS SAMSARA DESCANSO XL CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003281,7702783001283,MEDIAS SAMSARA SLACK BROWN,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200003286,7702783001290,MEDIAS SAMSARA SLACK SUNTAN,UN,2947,2947,0.16,TEXTILES VELANEX S.A.,G87,0
200003285,7702783001306,MEDIAS SAMSARA SLACK N/CAFE,UN,2947,2947,0.16,TEXTILES VELANEX S.A.,G87,0
200003284,7702783001313,MEDIAS SAMSARA SLACK NEGRO,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200003282,7702783001320,MEDIAS SAMSARA SLACK CANELA,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200024345,7702783001832,MEDIAS SAMSARA DESCANSO M NEGRO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024350,7702783001849,MEDIAS SAMSARA DESCANSO L NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200024342,7702783001856,MEDIAS SAMSARA DESCANSO XL NEGRO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003241,7702783002167,MEDIAS SAMSARA SEDA FRIA MATE M BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003233,7702783002174,MEDIAS SAMSARA SEDA FRIA MATE L BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003249,7702783002181,MEDIAS SAMSARA SEDA FRIA MATE XL BROWN,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003242,7702783002280,MEDIAS SAMSARA SEDA FRIA MATE M CANELA,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003234,7702783002297,MEDIAS SAMSARA SEDA FRIA MATE L CANELA,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003250,7702783002303,MEDIAS SAMSARA SEDA FRIA MATE XL CANELA,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003247,7702783002327,MEDIAS SAMSARA SEDA FRIA MATE M TABACO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003239,7702783002334,MEDIAS SAMSARA SEDA FRIA MATE L TABACO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003243,7702783002365,MEDIAS SAMSARA SEDA FRIA MATE M GRAFITO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003235,7702783002372,MEDIAS SAMSARA SEDA FRIA MATE L GRAFITO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200003251,7702783002389,MEDIAS SAMSARA SEDA FRIA MATE XL GRAFITO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003246,7702783002402,MEDIAS SAMSARA SEDA FRIA MATE M NEGRO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003238,7702783002419,MEDIAS SAMSARA SEDA FRIA MATE L NEGRO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200003254,7702783002426,MEDIAS SAMSARA SEDA FRIA MATE XL NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200014606,7702783002945,MEDIAS SAMSARA NYLON S SALMON,UN,3637,3447,0.16,TEXTILES VELANEX S.A.,G87,5.22
200014609,7702783002952,MEDIAS SAMSARA NYLON M SALMON,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200003283,7702783005670,MEDIAS SAMSARA SLACK GRAFITO,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200016356,7702783008046,MEDIAS SAMSARA NYLON S ZARINA,UN,3637,3447,0.16,TEXTILES VELANEX S.A.,G87,5.22
200016352,7702783008060,MEDIAS SAMSARA NYLON L ZARINA,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200016355,7702783008084,MEDIAS SAMSARA NYLON M SICILIA,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200016353,7702783008091,MEDIAS SAMSARA NYLON L SICILIA,UN,3637,3637,0.16,TEXTILES VELANEX S.A.,G87,0
200024323,7702783012081,MEDIAS SAMSARA SLACK DESCANSO CANELA,UN,2947,2947,0.16,TEXTILES VELANEX S.A.,G87,0
200024322,7702783012098,MEDIAS SAMSARA SLACK DESCANSO SUNTAN,UN,2947,2947,0.16,TEXTILES VELANEX S.A.,G87,0
200024321,7702783012104,MEDIAS SAMSARA SLACK DESCANSO DURAZNO,UN,2947,2947,0.16,TEXTILES VELANEX S.A.,G87,0
200024319,7702783012111,MEDIAS SAMSARA SLACK DESCANSO NEGRO,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200026399,7702783012364,MEDIAS SAMSARA SLACK SEDA FRIA BROWN,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200026400,7702783012371,MEDIAS SAMSARA SLACK SEDA FRIA DURAZNO,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200026401,7702783012388,MEDIAS SAMSARA SLACK SEDA FRIA GRAFITO,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200026403,7702783012395,MEDIAS SAMSARA SLACK SEDA FRIA NEGRO,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200026402,7702783012418,MEDIAS SAMSARA SLACK SEDA FRIA SICILIA,UN,2947,2759,0.16,TEXTILES VELANEX S.A.,G87,6.38
200024334,7702783014573,MEDIAS SAMSARA TRANSLUCIDA M BRONCEADO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024339,7702783014580,MEDIAS SAMSARA TRANSLUCIDA L BRONCEADO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024329,7702783014597,MEDIAS SAMSARA TRANSLUCIDA XL BRONCEADO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024332,7702783014603,MEDIAS SAMSARA TRANSLUCIDA M DURAZNO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200024337,7702783014610,MEDIAS SAMSARA TRANSLUCIDA L DURAZNO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024327,7702783014627,MEDIAS SAMSARA TRANSLUCIDA XL DURAZNO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024333,7702783014634,MEDIAS SAMSARA TRANSLUCIDA M BROWN,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200024338,7702783014641,MEDIAS SAMSARA TRANSLUCIDA L BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024328,7702783014658,MEDIAS SAMSARA TRANSLUCIDA XL BROWN,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024330,7702783014665,MEDIAS SAMSARA TRANSLUCIDA M NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200024335,7702783014672,MEDIAS SAMSARA TRANSLUCIDA L NEGRO,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024325,7702783014689,MEDIAS SAMSARA TRANSLUCIDA XL NEGRO,UN,5579,5329,0.16,TEXTILES VELANEX S.A.,G87,4.48
200024331,7702783014924,MEDIAS SAMSARA TRANSLUCIDA M NATURAL,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024336,7702783014931,MEDIAS SAMSARA TRANSLUCIDA L NATURAL,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200024326,7702783014948,MEDIAS SAMSARA TRANSLUCIDA XL NATURAL,UN,5579,5579,0.16,TEXTILES VELANEX S.A.,G87,0
200014407,7702783200389,MEDIAS INNAMORATA VERANO M BROWN,UN,4075,3699,0.16,TEXTILES VELANEX S.A.,G87,9.23
200014413,7702783200396,MEDIAS INNAMORATA VERANO L BROWN,UN,4075,3699,0.16,TEXTILES VELANEX S.A.,G87,9.23
200014419,7702783200402,MEDIAS INNAMORATA VERANO XL BROWN,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200014408,7702783200419,MEDIAS INNAMORATA VERANO M CANELA,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200014414,7702783200426,MEDIAS INNAMORATA VERANO L CANELA,UN,4075,3699,0.16,TEXTILES VELANEX S.A.,G87,9.23
200014420,7702783200433,MEDIAS INNAMORATA VERANO XL CANELA,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200014410,7702783200471,MEDIAS INNAMORATA VERANO M N/CAFE,UN,4075,3699,0.16,TEXTILES VELANEX S.A.,G87,9.23
200014416,7702783200488,MEDIAS INNAMORATA VERANO L N/CAFE,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200014422,7702783200495,MEDIAS INNAMORATA VERANO XL N/CAFE,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200014412,7702783201485,MEDIAS INNAMORATA VERANO M NEGRO,UN,4075,3699,0.16,TEXTILES VELANEX S.A.,G87,9.23
200014418,7702783201492,MEDIAS INNAMORATA VERANO L NEGRO,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200014424,7702783201508,MEDIAS INNAMORATA VERANO XL NEGRO,UN,4075,4075,0.16,TEXTILES VELANEX S.A.,G87,0
200021464,7702796150022,TAPABOCA DESECHABLE KENNEDY BLAN.CJ 50UD,CJ,6821,5493,0.16,INTECMA S.A.,D27,19.47
200021465,7702796150039,TAPABOCA DESECHABLE KENNEDY AZUL CJ 50UD,CJ,6821,5493,0.16,INTECMA S.A.,D27,19.47
200019956,7702796160007,GORRO DESECHABLE AZUL KENNEDY 12 UDS,PAQ,2390,2000,0.16,INTECMA S.A.,D27,16.32
200021463,7702796160175,GORRO DESECHABLE BLANCO KENNEDY 12 UDS,PAQ,2024,1694,0.16,INTECMA S.A.,D27,16.3
200017460,7702796351009,BAJALENGUAS KENNEDY 20 UDS,PAQ,573,456,0.16,INTECMA S.A.,D27,20.42
200007163,7702796354208,APLICADOR PRODEMA ALGODON MADERA 20 UDS,PAQ,516,456,0.16,INTECMA S.A.,D27,11.63
200007162,7702796557104,APLICADOR PRODEMA PLASTICO CORTO 20 UDS,PAQ,622,551,0.16,INTECMA S.A.,D27,11.41
200013299,7702796810001,VENDA DE YESO KENNEDY 3X5,UN,4145,3140,0,INTECMA S.A.,D27,24.25
200013300,7702796811008,VENDA DE YESO KENNEDY 4X5,UN,5169,4111,0,INTECMA S.A.,D27,20.47
200013301,7702796812005,VENDA DE YESO KENNEDY 5X5,UN,6723,5346,0,INTECMA S.A.,D27,20.48
200013302,7702796813002,VENDA DE YESO KENNEDY 6X5,UN,7617,6056,0,INTECMA S.A.,D27,20.49
200018883,7702796814009,VENDA DE YESO KENNEDY 8X5,UN,11192,8899,0,INTECMA S.A.,D27,20.49
200014051,7702796815006,VENDA ALGODON LAMINADO KENNEDY 3X5,UN,1125,942,0,INTECMA S.A.,D27,16.27
200014053,7702796816003,VENDA ALGODON LAMINADO KENNEDY 4X5,UN,1664,1393,0,INTECMA S.A.,D27,16.29
200014054,7702796817000,VENDA ALGODON LAMINADO KENNEDY 5X5,UN,2111,1767,0,INTECMA S.A.,D27,16.3
200014056,7702796818007,VENDA ALGODON LAMINADO KENNEDY 6X5,UN,2481,2076,0,INTECMA S.A.,D27,16.32
200018438,7702796819004,VENDA ELASTICA KENNEDY 2X5,UN,939,786,0,INTECMA S.A.,D27,16.29
200018437,7702796820000,VENDA ELASTICA KENNEDY 3X5,UN,1393,1166,0,INTECMA S.A.,D27,16.3
200018436,7702796821007,VENDA ELASTICA KENNEDY 4X5,UN,1842,1542,0,INTECMA S.A.,D27,16.29
200018435,7702796822004,VENDA ELASTICA KENNEDY 5X5,UN,2287,1915,0,INTECMA S.A.,D27,16.27
200018434,7702796823001,VENDA ELASTICA KENNEDY 6X5,UN,2736,2290,0,INTECMA S.A.,D27,16.3
200015997,7702796830009,MICROPORE KENNEDY PIEL 1/2X5 BOLSA,UN,1096,917,0,INTECMA S.A.,D27,16.33
200015998,7702796831006,MICROPORE KENNEDY PIEL 1X5 BOLSA,UN,2194,1836,0,INTECMA S.A.,D27,16.32
200015999,7702796832003,MICROPORE KENNEDY PIEL 2X5 BOLSA,UN,4387,3673,0,INTECMA S.A.,D27,16.28
200015992,7702796842002,ESP.KENNEDY BLANCO 1X5 BOLSA,UN,2704,2263,0,INTECMA S.A.,D27,16.31
200015991,7702796843009,ESP.KENNEDY BLANCO 1/2X5 BOLSA,UN,1562,1308,0,INTECMA S.A.,D27,16.26
200028266,7702796900207,GUANTE VINILO KENNEDY T.M 100 UDS,CJ,9876,8726,0.16,INTECMA S.A.,D27,11.64
200028262,7702796902102,GUANTE NITRILO KENNEDY AZUL T.S 100 UDS,CJ,15503,13697,0.16,INTECMA S.A.,D27,11.65
200028261,7702796902119,GUANTE NITRILO KENNEDY AZUL T.M 100 UDS,CJ,15503,13697,0.16,INTECMA S.A.,D27,11.65
200028260,7702796902133,GUANTE NITRILO KENNEDY AZUL T.L 100 UDS,CJ,15503,13697,0.16,INTECMA S.A.,D27,11.65
200028265,7702796902140,GUANTE LATEX KENNEDY T.S 100 UDS,CJ,9532,8421,0.16,INTECMA S.A.,D27,11.66
200028264,7702796902157,GUANTE LATEX KENNEDY T.M 100 UDS,CJ,9532,8421,0.16,INTECMA S.A.,D27,11.66
200028263,7702796902164,GUANTE LATEX KENNEDY T.L 100 UDS,CJ,9532,8421,0.16,INTECMA S.A.,D27,11.66
200028269,7702796903109,GUANTE NITRILO NEGRO KENNEDY T.S 100 UDS,CJ,15503,13697,0.16,INTECMA S.A.,D27,11.65
200028270,7702796903116,GUANTE NITRILO NEGRO KENNEDY T.M 100 UDS,CJ,15503,13697,0.16,INTECMA S.A.,D27,11.65
200028271,7702796903123,GUANTE NITRILO NEGRO KENNEDY T.L 100 UDS,CJ,15503,13697,0.16,INTECMA S.A.,D27,11.65
200017493,7702796910008,GUANTE VINILO MULTIUSO TALLA M 8 UDS,PAQ,1565,1382,0.16,INTECMA S.A.,D27,11.69
200017494,7702796920007,GUANTE VINILO MULTIUSO TALLA L 8 UDS,PAQ,1565,1382,0.16,INTECMA S.A.,D27,11.69
100006043,7702814107564,PYRALVEX FRASCO X 10 ML,FCO,12268,11360,0,NTI NEW TRADE INTERNATION,J07,7.4
100017493,7702814700086,BEKUNIS HIERBAS TARRO X 80 GRS.,UN,17034,16223,0.16,NTI NEW TRADE INTERNATION,J07,4.76
100006045,7702814701816,BEKUNIS GRAGEAS POTE X 45 GRAGEAS,UN,22327,21264,0,NTI NEW TRADE INTERNATION,J07,4.76
100006035,7702814701854,CIRKULIN PERLAS DE AJO CAJA X 180 PERLAS,CJ,23921,22782,0,NTI NEW TRADE INTERNATION,J07,4.76
100004675,7702870000076,INOTYOL POMADA POTE 60 GR,POT,18884,18884,0,LAFRANCOL S.A.,E22,0
100004673,7702870000083,INOTYOL POMADA POTE 30 GR,POT,13409,13409,0,LAFRANCOL S.A.,E22,0
100004674,7702870000090,INOTYOL POMADA TUBO 30 GR,TBO,14048,14048,0,LAFRANCOL S.A.,E22,0
100003833,7702870000113,AMDIPIN 10 MG 10 TABLETAS(A) (M),CJ,83101,83101,0,LAFRANCOL S.A.,E22,0
100003834,7702870000120,AMDIPIN 5 MG 10 TABLETAS (M),CJ,47355,47355,0,LAFRANCOL S.A.,E22,0
100003913,7702870000199,HIDERAX 25 MG 20 TABLETAS,CJ,37974,37974,0,LAFRANCOL S.A.,E22,0
100004646,7702870000229,BISBACTER SUSPENSION 120 ML,FCO,17894,17894,0,LAFRANCOL S.A.,E22,0
100003858,7702870000236,BRONCHODERMINE UNGUENTO 45 GR,TBO,14999,14999,0,LAFRANCOL S.A.,E22,0
100003877,7702870000267,CIMOXEN 500 MG 6 CAPSULAS (M),CJ,85498,85498,0,LAFRANCOL S.A.,E22,0
100012669,7702870000274,CIMOXEN 500 MG 10 CAPSULAS (A) (M),CJ,114863,114863,0,LAFRANCOL S.A.,E22,0
100003908,7702870000397,HEBAL UNGUENTO 20 GR,TBO,16652,16652,0,LAFRANCOL S.A.,E22,0
100003912,7702870000410,HIDERAX 2 ML AMPOLLA,AMP,16494,16494,0,LAFRANCOL S.A.,E22,0
100004678,7702870000458,LISIPRIL 10 MG 10 TABLETAS,UN,34236,34236,0,LAFRANCOL S.A.,E22,0
100004679,7702870000465,LISIPRIL 20 MG 10 TABLETAS,UN,69292,69292,0,LAFRANCOL S.A.,E22,0
100004680,7702870000472,LISIPRIL 5 MG 20 TABLETAS,UN,33103,33103,0,LAFRANCOL S.A.,E22,0
100003965,7702870000540,SYNOVULAR 1 ML AMPOLLA,AMP,15083,15083,0,LAFRANCOL S.A.,E22,0
100003967,7702870000649,TROMIX 500 MG 3 TABLETAS (M),CJ,75552,75552,0,LAFRANCOL S.A.,E22,0
100003911,7702870000663,HIDERAX GOTAS 15 ML,UN,28772,28772,0,LAFRANCOL S.A.,E22,0
100003909,7702870000670,HEGLOBINA JARABE 110 ML,FCO,12141,12141,0,LAFRANCOL S.A.,E22,0
100014247,7702870000748,ATELIT 75 MG 28 TABLETAS(A),CJ,190880,190880,0,LAFRANCOL S.A.,E22,0
100003915,7702870000762,HIDERAX S 50 MG 10 TABLETAS,CJ,39816,39816,0,LAFRANCOL S.A.,E22,0
